Ticker,Volume,Short Float,Short Ratio
NPWR,"2,745,689",15.01%,3.04
WKHS,"51,070,837",15.03%,1.98
BYON,"4,630,434",15.08%,3.13
PENG,"2,794,803",15.09%,10.14
MODG,"2,874,234",15.16%,6.96
TBBK,"985,597",15.33%,13.61
MED,"249,165",15.77%,6.82
ALB,"7,273,354",15.97%,5.17
KALV,"3,428,973",16.25%,6.84
MUR,"4,025,778",16.40%,7.14
MAZE,"251,725",16.40%,14.84
VAL,"2,398,848",16.46%,5.91
BLBD,"445,732",16.65%,12.15
RES,"2,503,456",16.72%,10.54
AAP,"3,140,197",17.10%,3.23
QS,"72,950,404",17.14%,3.33
CSIQ,"2,887,041",17.36%,4.50
COGT,"6,504,027",17.57%,7.39
OZK,"2,017,842",17.82%,18.79
PROK,"334,148,752",17.84%,14.84
SEZL,"1,543,669",18.30%,2.72
MRNA,"19,214,763",18.56%,5.94
PGEN,"1,742,431",18.64%,16.36
SLS,"3,061,399",19.35%,6.85
CIFR,"39,822,164",19.86%,1.79
AI,"5,792,764",19.97%,4.25
CAKE,"1,509,754",20.80%,7.12
FFAI,"20,423,719",22.19%,2.27
HUMA,"14,385,472",22.66%,7.20
VITL,"977,073",22.78%,9.40
NBR,"651,373",22.80%,4.19
MBLY,"3,787,948",23.58%,6.01
BKKT,"835,603",23.72%,3.23
AEHR,"3,975,434",24.05%,7.81
BEAM,"3,066,367",24.21%,10.45
UPST,"7,335,357",25.75%,3.30
CRSP,"3,769,384",25.86%,8.23
VKTX,"5,952,064",26.13%,7.50
KRUS,"592,331",26.58%,5.82
OPFI,"1,406,895",26.77%,5.68
SEDG,"6,769,310",27.68%,2.71
BBAI,"197,144,703",27.93%,0.68
ENVX,"15,200,031",28.29%,8.59
NN,"1,523,907",28.41%,13.84
CRDF,"2,121,985",28.46%,14.28
IRBT,"3,502,197",29.21%,3.49
NTLA,"6,599,820",30.48%,6.68
FLNC,"6,021,464",31.25%,4.63
SOUN,"118,026,296",34.23%,3.90
ANAB,"1,029,678",34.62%,14.50
SANA,"14,067,156",34.73%,10.62
PRME,"5,423,334",35.79%,6.67
SYM,"2,462,541",36.17%,9.55
WOLF,"290,603,773",49.61%,1.36
RILY,"1,682,205",49.79%,8.18
