Ticker,Volume,Short Float,Short Ratio
PAG,"699,404",15.01%,8.66
DK,"2,749,144",15.25%,5.82
PEB,"9,228,636",15.36%,7.28
PBI,"3,059,939",15.59%,7.30
ETSY,"8,874,029",15.66%,4.19
ACDC,"2,147,035",15.71%,3.25
EVH,"3,179,435",15.88%,5.14
SLNH,"39,086,599",16.05%,2.51
CLVT,"8,854,353",16.42%,7.71
SYRE,"1,763,165",16.51%,11.86
GPRO,"7,142,134",17.22%,3.50
AESI,"5,985,866",18.18%,3.49
CAKE,"2,450,591",19.31%,6.78
CVI,"1,387,048",19.69%,4.34
INBX,"326,163",20.87%,7.36
SAH,"349,735",20.96%,8.55
PRCH,"6,950,034",20.99%,10.63
DXYZ,"2,017,705",22.12%,1.88
NVTS,"27,401,449",23.32%,1.99
WTI,"9,566,289",24.53%,2.99
ACHC,"3,887,826",25.69%,6.44
PLUG,"131,401,197",25.90%,4.18
ABSI,"4,034,180",26.11%,8.86
SEI,"3,245,390",30.62%,4.47
INDI,"6,479,136",31.26%,12.93
NGNE,"245,447",32.43%,23.19
KALV,"71,358,751",51.90%,20.07
