Ticker,Volume,Short Float,Short Ratio
MMED,"1,259,299",15.30%,4.15
VOYG,"2,466,070",15.51%,4.01
CHPT,"1,311,909",15.62%,7.14
NCLH,"26,822,814",15.63%,3.12
DMRC,"251,524",15.63%,10.43
RDW,"74,635,388",15.75%,0.92
SDGR,"2,471,880",16.21%,7.69
APGE,"1,456,567",16.45%,9.95
CIFR,"25,919,442",16.46%,2.15
CLPT,"1,070,003",16.90%,6.75
TNDM,"2,414,788",17.05%,4.81
BBNX,"1,323,838",17.07%,5.80
HNGE,"2,098,265",17.91%,3.37
RZLT,"2,206,685",18.14%,6.76
QURE,"2,792,084",18.20%,4.13
ABCL,"10,471,492",18.30%,7.33
PLSE,"640,655",18.32%,10.76
AISP,"844,243",18.66%,8.71
DBI,"780,975",18.75%,10.26
RIVN,"35,021,300",18.75%,4.94
NVTS,"40,981,196",19.05%,1.22
VSXY,"4,076,874",19.11%,4.85
SAIL,"4,667,247",19.22%,3.59
QS,"20,579,341",19.43%,4.98
PENG,"2,638,339",19.56%,4.23
TXG,"4,084,619",19.64%,8.59
IONQ,"40,045,221",19.97%,2.47
ASPI,"5,345,732",20.44%,4.45
NUVB,"6,712,029",20.84%,12.58
PACB,"7,860,285",20.96%,9.82
RCAT,"22,838,815",21.48%,1.75
CRMD,"1,442,928",21.50%,11.65
TE,"41,756,057",21.63%,2.00
PSNL,"5,529,981",22.16%,6.52
PK,"5,345,278",22.30%,9.73
AVBP,"744,609",22.35%,13.65
KULR,"2,105,771",23.28%,5.11
CPB,"9,899,122",23.36%,5.66
NN,"5,827,628",23.73%,7.72
ABSI,"9,153,763",24.17%,6.86
CADL,"2,852,483",24.91%,8.23
FLNC,"10,795,447",25.13%,2.95
IOVA,"22,519,366",25.57%,6.79
XRX,"7,662,721",26.07%,4.75
ENVX,"7,247,173",26.82%,7.61
TWST,"2,040,510",27.82%,12.42
CRSP,"3,295,988",30.48%,14.34
SLS,"8,302,633",30.81%,7.28
TRIP,"4,300,722",31.91%,8.38
EVGO,"8,974,315",33.66%,9.90
LFVN,"2,294,507",34.23%,13.67
RXRX,"38,462,134",39.31%,12.75
BTDR,"16,770,985",41.41%,6.52
WOLF,"7,601,982",96.35%,4.86
