Ticker,Volume,Short Float,Short Ratio
LAC,"27,080,049",15.13%,1.19
CRML,"29,543,612",15.20%,0.53
GLUE,"2,852,232",15.37%,4.34
POWL,"423,696",15.38%,6.23
DFH,"439,039",15.53%,11.62
PEB,"5,481,759",15.82%,9.10
TDAY,"1,897,236",15.83%,10.14
CWH,"2,674,117",15.89%,4.34
SRFM,"4,850,637",15.97%,2.01
RIOT,"20,796,821",15.98%,2.64
WLK,"2,078,842",16.37%,3.72
CAVA,"4,278,019",16.57%,4.01
UMAC,"5,572,392",16.69%,1.67
DIN,"567,584",17.06%,4.81
RES,"3,448,635",17.20%,10.08
WRAP,"1,208,765",17.21%,16.57
AEHR,"1,655,520",17.32%,4.90
MIRM,"1,229,452",17.35%,10.98
AZ,"628,785",17.58%,4.94
UAMY,"19,500,965",17.86%,1.47
MUX,"1,435,252",18.22%,6.47
HRTX,"3,917,439",18.22%,16.73
ZIM,"6,125,387",18.28%,4.56
SATS,"9,667,206",18.54%,5.47
CAKE,"1,680,892",18.62%,6.71
ELVN,"1,372,651",18.75%,9.43
PK,"4,885,064",18.80%,9.77
LQDA,"3,334,438",18.88%,6.62
OCGN,"10,032,066",19.42%,15.37
PTLO,"6,046,789",19.75%,4.92
LMND,"3,692,898",20.47%,5.00
SMLR,"672,710",20.48%,4.13
BKKT,"3,158,658",20.56%,1.95
SEDG,"4,238,923",20.68%,3.28
AMKR,"4,668,513",20.86%,2.32
APGE,"915,265",21.00%,9.62
ONDS,"120,446,281",21.02%,0.88
RCAT,"11,653,307",21.45%,2.38
BEAM,"7,044,113",21.63%,9.52
ANAB,"672,853",21.83%,10.54
ABCL,"5,025,794",21.97%,11.57
CHH,"999,647",22.11%,8.21
HZO,"401,828",22.25%,13.12
PBF,"5,002,924",22.78%,6.48
PDYN,"1,904,254",23.18%,4.26
LUNR,"10,413,452",23.21%,2.80
CBRL,"1,884,475",23.33%,2.87
PRME,"4,455,876",23.33%,5.69
TWST,"1,642,878",23.38%,8.93
PCT,"5,846,239",24.47%,10.78
ENPH,"8,449,560",24.60%,4.44
GLSI,"410,791",24.65%,5.05
AEVA,"5,342,961",25.17%,3.87
CGON,"1,899,527",25.94%,13.31
ULCC,"4,257,817",26.14%,5.57
EOSE,"29,047,170",26.15%,3.82
KRUS,"468,668",26.48%,4.95
RILY,"2,119,299",27.87%,4.61
SLS,"16,532,290",28.69%,5.38
DDD,"6,409,397",31.92%,10.17
IBRX,"16,753,307",32.96%,9.83
APLD,"50,294,307",34.21%,2.45
SNBR,"832,941",35.13%,7.59
RDW,"32,137,090",36.55%,2.09
