Ticker,Volume,Short Float,Short Ratio
WRAP,"10,022,552",15.18%,4.26
MAZE,"789,729",16.02%,7.61
PSNL,"3,786,143",16.02%,3.75
URGN,"1,281,185",16.14%,7.69
INSP,"1,290,237",17.28%,4.03
KMTS,"454,386",17.42%,10.27
PENG,"6,286,008",17.86%,2.56
BRZE,"3,077,831",17.94%,5.14
RIGL,"461,061",18.18%,8.06
KOD,"996,436",18.36%,14.12
KRRO,"233,780",18.49%,9.80
CAKE,"2,293,808",18.97%,6.91
MBX,"852,141",20.02%,7.57
MTN,"1,154,501",20.08%,8.59
SAH,"281,359",20.27%,8.26
BBNX,"1,060,502",20.45%,6.92
ANDG,"462,085",21.42%,9.22
RGNX,"3,348,009",22.51%,5.54
VERA,"2,849,572",23.12%,8.83
FBIO,"651,099",23.16%,12.48
CACC,"267,492",23.33%,7.38
PHAT,"2,324,784",23.84%,9.81
LRMR,"3,441,524",24.09%,5.70
DLO,"2,721,423",24.13%,6.35
VOR,"2,184,552",26.82%,6.49
SNDX,"2,100,415",27.01%,11.47
ABEO,"1,629,290",27.21%,11.36
CERT,"5,220,740",27.35%,7.26
VSTM,"2,986,668",30.43%,9.30
STIM,"2,067,586",31.08%,3.78
MPLT,"1,183,989",33.65%,6.99
ZBIO,"959,633",35.17%,17.16
