Ticker,Volume,Short Float,Short Ratio
ACDC,"1,366,581",15.07%,3.45
SATL,"20,792,541",15.21%,1.46
SYRE,"1,331,412",15.55%,14.21
TDAY,"2,634,281",15.79%,11.73
BCRX,"6,316,170",16.28%,7.04
SEDG,"3,470,112",17.45%,3.10
PBF,"3,820,452",17.74%,4.07
SAH,"388,261",18.02%,8.13
TROX,"4,119,107",18.47%,5.35
ELVN,"3,426,596",18.83%,6.87
MDGL,"1,372,900",18.85%,11.41
TERN,"19,686,942",19.00%,5.19
HTZ,"19,165,328",20.76%,10.82
TRON,"3,373,738",22.82%,7.16
FDMT,"2,235,183",22.86%,13.87
SRPT,"7,559,688",23.02%,7.97
NN,"1,290,961",23.24%,14.10
CAR,"3,425,825",23.52%,11.95
BKSY,"1,852,496",23.68%,4.92
DNTH,"1,560,166",24.81%,9.22
LOVE,"1,229,961",28.02%,13.38
KALV,"2,374,408",52.23%,19.53
AIRS,"3,416,982",69.76%,1.45
