Ticker,Volume,Short Float,Short Ratio
RCUS,"1,040,142",15.14%,10.51
GES,"1,063,128",15.69%,5.27
BETR,"1,328,246",16.12%,1.49
DYN,"2,906,103",16.21%,6.86
BTSG,"9,416,028",16.34%,4.47
RIG,"131,856,035",17.05%,4.17
VAL,"3,148,237",17.39%,9.18
ESTA,"412,153",18.64%,13.64
PBF,"4,983,492",19.32%,4.55
TBCH,"216,317",19.49%,11.96
APLS,"3,137,450",20.16%,8.31
GLUE,"1,249,092",21.03%,6.40
FTK,"725,976",21.60%,6.60
SPWR,"3,027,891",22.10%,6.54
TMDX,"1,375,783",24.72%,7.88
NBR,"499,617",25.53%,4.54
ACDC,"1,656,542",27.04%,1.52
DNUT,"24,398,447",30.20%,2.57
NUVB,"7,785,666",31.09%,11.36
