Ticker,Volume,Short Float,Short Ratio
LAC,"48,263,974",15.06%,1.57
LTBR,"3,727,218",15.23%,2.04
ARQT,"4,141,431",15.33%,9.66
ODP,"1,517,688",15.33%,6.36
CLF,"31,498,182",15.47%,3.21
DNA,"2,439,767",15.48%,3.67
OLMA,"1,174,806",15.59%,10.35
NRGV,"4,411,499",15.61%,5.32
IONQ,"27,378,926",15.67%,1.94
CZR,"7,230,923",15.81%,4.40
ETON,"666,090",15.97%,8.70
WRAP,"376,379",16.04%,18.37
SION,"532,168",16.12%,15.23
OKLO,"25,042,745",16.23%,0.91
FBIO,"2,436,249",16.46%,5.66
BDTX,"1,741,159",16.47%,7.00
EZPW,"1,203,127",16.59%,12.09
QURE,"8,035,718",16.88%,3.13
CRNX,"2,699,097",16.94%,12.12
HROW,"1,241,497",16.95%,9.01
ORIC,"1,674,270",17.02%,8.56
CIFR,"60,909,148",17.23%,1.27
OCGN,"5,469,819",17.60%,11.86
DNTH,"834,968",17.64%,8.39
SKYT,"3,147,571",17.72%,3.76
BCAX,"2,154,025",18.33%,14.25
NXE,"9,055,416",18.55%,12.80
CNX,"2,449,298",18.94%,12.52
PTON,"19,947,614",19.02%,5.84
QBTS,"68,649,551",19.17%,1.37
LYFT,"24,641,895",19.24%,3.49
VERA,"2,283,861",19.28%,6.29
BLNK,"8,442,158",19.38%,5.24
SBH,"3,198,031",19.78%,9.20
POWL,"267,302",19.96%,7.12
ETSY,"25,639,123",20.10%,3.60
CLSK,"40,524,727",20.48%,2.25
LENZ,"607,954",20.76%,10.56
RIVN,"45,898,005",20.99%,3.67
SPWR,"1,784,161",21.68%,11.86
RIOT,"45,019,305",21.68%,1.84
EVGO,"6,894,500",22.70%,7.09
MVST,"7,866,456",22.95%,4.73
BKKT,"7,608,384",23.16%,1.56
CRK,"3,701,285",23.43%,6.83
CTMX,"6,734,422",23.60%,9.56
STOK,"1,110,427",24.74%,12.69
ABSI,"7,138,631",25.40%,6.38
VUZI,"3,184,492",25.75%,8.13
SPHR,"1,371,428",26.31%,7.32
REAL,"4,958,994",26.80%,6.59
KRRO,"421,765",28.05%,8.43
NVTS,"43,447,048",28.11%,2.15
SEI,"2,973,302",28.18%,4.28
FLNC,"7,906,509",28.74%,4.10
DDD,"6,698,883",29.32%,9.24
MARA,"103,943,035",29.71%,2.01
CHRS,"2,231,314",30.15%,23.25
EOSE,"23,787,178",30.55%,5.32
DPRO,"5,047,112",36.40%,0.54
AIRS,"827,351",37.99%,8.09
TNGX,"2,541,999",41.98%,13.00
