Ticker,Volume,Short Float,Short Ratio
PRKS,"1,082,484",15.18%,6.90
UFPT,"220,040",15.22%,5.42
KALV,"4,238,567",15.85%,2.01
H,"1,193,217",16.28%,7.62
OFRM,"797,600",16.53%,7.42
GIII,"835,707",17.03%,10.45
HNGE,"2,897,416",17.24%,3.17
DIN,"457,259",17.52%,5.13
FUN,"3,445,844",17.69%,9.27
LAKE,"784,030",18.16%,13.06
DEI,"2,583,433",18.20%,11.46
BNED,"433,606",18.42%,9.67
AMPG,"13,227,234",18.49%,1.48
DNUT,"3,022,143",18.60%,7.66
DUOL,"2,112,994",19.26%,4.23
CAKE,"1,411,010",19.74%,7.62
TGTX,"5,110,829",19.83%,13.53
HUMA,"7,562,304",19.94%,5.41
CRMD,"1,315,243",20.13%,11.63
PK,"4,666,331",21.27%,8.84
CPB,"13,874,418",22.61%,5.37
TBCH,"388,574",22.99%,10.38
AMCX,"488,272",23.62%,15.70
NTCL,"15,727,532",23.77%,0.76
CBRL,"11,325,864",27.73%,5.83
TNGX,"9,844,854",31.58%,9.88
LFVN,"1,007,923",33.79%,10.32
AI,"7,436,003",38.59%,8.72
