Ticker,Volume,Short Float,Short Ratio
TRML,"22,622,769",15.05%,11.69
DOCN,"2,937,807",15.34%,4.29
RR,"21,220,142",15.55%,1.00
WRAP,"300,352",15.71%,22.51
BDTX,"1,699,504",15.92%,6.90
EZPW,"796,492",15.92%,11.82
CRNX,"1,425,227",15.97%,15.60
VERA,"2,161,533",16.01%,5.20
VRDN,"1,175,086",16.03%,14.93
OLMA,"921,055",16.06%,11.42
BTSG,"5,203,689",16.25%,6.05
TSHA,"3,267,990",16.38%,11.69
INOD,"4,228,202",16.51%,2.02
SBH,"2,972,714",16.66%,8.45
DMAC,"442,767",16.92%,9.86
CLB,"960,717",17.12%,15.17
MLYS,"1,980,797",17.31%,5.58
RAPP,"1,706,701",17.31%,7.63
HUT,"9,206,898",17.33%,2.92
ARQT,"3,025,007",17.61%,10.50
LYFT,"23,060,055",17.89%,3.79
RVLV,"1,267,323",17.90%,5.88
YOU,"1,876,399",18.57%,10.07
BE,"9,960,071",19.90%,4.54
MTSR,"1,836,072",20.74%,7.73
PBF,"6,711,409",20.86%,4.75
SKIN,"1,976,703",20.94%,14.45
CIFR,"67,303,712",21.18%,1.73
DBI,"3,925,006",21.58%,4.75
RIOT,"66,318,904",22.04%,1.89
KRRO,"292,923",23.56%,8.20
REAL,"3,570,886",24.58%,6.57
DNTH,"2,044,256",25.49%,13.29
SPHR,"1,681,308",26.84%,9.27
WOLF,"134,378,109",27.53%,0.85
SOUN,"67,014,717",32.11%,2.34
WULF,"68,212,300",34.71%,1.67
PLCE,"1,321,756",50.67%,3.53
ZBIO,"203,324",52.29%,26.98
