Ticker,Volume,Short Float,Short Ratio
RILY,"1,598,975",15.01%,4.49
TDOC,"8,615,487",15.07%,5.42
RGTI,"85,540,979",15.11%,1.42
HUT,"4,840,419",15.37%,3.27
GPK,"8,629,424",15.46%,5.94
ARQQ,"1,048,296",15.46%,3.94
VOYG,"4,003,001",15.51%,4.24
AMR,"306,368",15.52%,5.75
DMRC,"346,681",15.63%,10.78
BYRN,"745,816",15.67%,5.13
SMCI,"69,591,413",15.70%,2.10
IREN,"46,362,416",15.71%,1.24
RDW,"85,993,394",15.74%,0.99
TKO,"1,922,264",15.78%,6.88
ETSY,"3,333,512",15.85%,4.99
TEAD,"601,446",15.99%,12.21
CLFD,"630,080",16.28%,7.62
TRS,"584,979",16.30%,8.73
SWKS,"4,188,197",16.33%,6.22
PRKS,"1,086,666",16.34%,7.36
ACHR,"58,155,953",16.84%,3.08
ABAT,"9,205,256",16.95%,5.28
CHPT,"579,193",17.19%,7.43
HNGE,"1,240,991",17.88%,3.58
ABCL,"7,636,639",18.23%,7.64
GRAL,"1,079,263",18.36%,9.05
RIOT,"18,832,322",18.52%,3.54
AISP,"1,368,603",18.66%,9.57
AEVA,"4,171,729",18.73%,4.25
ARRY,"7,132,316",18.83%,5.33
VSCO,"3,168,522",19.11%,5.36
SAIL,"3,444,473",19.22%,3.89
MBC,"5,147,651",19.30%,8.45
QS,"19,804,245",19.43%,5.12
TXG,"3,447,123",19.53%,8.74
PDYN,"6,040,536",19.65%,2.73
EBS,"877,376",19.72%,11.80
DAVE,"972,528",19.76%,3.40
IONQ,"31,546,802",20.14%,2.50
LUNR,"23,619,519",20.19%,2.07
ASTS,"21,106,907",20.21%,2.92
VUZI,"2,586,229",20.28%,9.57
GETY,"2,297,481",20.31%,8.73
ASPI,"11,712,564",20.44%,4.73
HUMA,"11,267,382",20.44%,5.81
SG,"6,246,768",20.49%,4.36
WW,"542,681",21.01%,5.08
CORZ,"15,418,724",21.32%,4.57
OMDA,"1,633,507",21.74%,4.74
PSNL,"4,089,254",22.16%,6.89
NBIS,"25,564,954",22.45%,2.60
RUM,"2,833,341",22.50%,8.78
SPCE,"38,090,761",22.68%,2.58
BKSY,"2,524,997",22.81%,3.39
KULR,"3,192,213",23.28%,5.58
QCLS,"913,400",23.36%,2.49
UHAL,"792,706",23.43%,8.06
TE,"42,086,188",24.02%,2.12
KSS,"16,800,786",24.05%,4.96
ABSI,"7,688,611",24.13%,7.15
OXM,"454,652",24.49%,10.44
IMVT,"2,010,905",25.16%,11.42
PLUG,"91,173,501",25.58%,4.14
METC,"1,993,091",26.18%,6.46
BBAI,"68,127,826",26.37%,3.38
RCAT,"77,286,240",26.64%,1.85
ENVX,"8,044,779",26.82%,7.92
BRUN,"2,629,477",27.29%,4.42
PLAY,"1,960,049",27.66%,5.15
TWST,"2,259,927",27.83%,12.83
RR,"15,788,130",28.35%,4.92
NVAX,"7,382,333",29.00%,10.00
INDI,"9,003,720",29.29%,10.56
QUBT,"30,656,494",29.71%,3.24
CRSP,"2,659,988",30.48%,14.36
SLS,"10,111,041",30.81%,7.62
DDD,"4,810,106",31.12%,11.96
PATH,"81,109,732",31.15%,4.00
ONDS,"244,950,760",31.36%,2.06
UPST,"5,357,877",32.55%,5.53
LFVN,"758,875",34.23%,19.30
CSIQ,"4,058,909",34.64%,5.73
AI,"6,531,638",35.39%,9.51
PLCE,"948,090",39.13%,8.19
SPRY,"2,606,225",41.35%,15.59
BTDR,"21,457,979",41.41%,6.96
WOLF,"6,849,999",96.35%,5.18
