Ticker,Volume,Short Float,Short Ratio
ALGT,"1,079,291",15.16%,5.85
UFPT,"267,828",15.76%,9.68
VSCO,"3,787,649",17.26%,4.34
DERM,"186,138",17.29%,10.84
BE,"14,914,388",17.31%,2.79
RES,"1,654,162",17.91%,11.62
MDGL,"777,997",18.28%,9.89
ESTA,"2,389,549",18.32%,12.83
HTZ,"32,101,031",18.38%,4.94
IREN,"44,917,346",18.91%,1.31
RIGL,"2,318,806",19.94%,4.85
CNX,"1,819,921",20.40%,14.55
CSIQ,"10,812,239",20.55%,3.89
CIFR,"58,766,126",21.34%,1.45
RIVN,"197,121,520",21.38%,3.67
APGE,"1,042,216",21.60%,13.01
CTMX,"4,818,236",23.14%,7.51
CRK,"3,268,332",23.48%,6.89
DBI,"1,294,275",24.40%,9.10
SPHR,"1,400,760",25.32%,6.02
LMND,"13,303,005",25.76%,5.75
LQDA,"2,870,855",26.23%,6.34
ANAB,"774,762",27.76%,13.83
KSS,"7,857,935",32.05%,5.57
SEI,"5,203,800",34.99%,4.02
