Ticker,Volume,Short Float,Short Ratio
SFIX,"2,749,632",15.10%,8.12
UFPT,"233,661",15.22%,5.38
NCLH,"24,031,667",15.52%,3.18
XNCR,"825,325",15.60%,13.64
TVTX,"2,447,872",15.63%,5.87
LGIH,"634,008",15.66%,7.07
REYN,"1,700,840",15.82%,7.68
REAL,"3,524,855",15.84%,5.04
BBNX,"1,481,216",15.84%,5.31
HZO,"359,560",16.08%,9.53
ETSY,"4,234,812",16.12%,4.92
AMLX,"1,510,475",16.14%,12.11
ZD,"788,535",16.25%,8.68
H,"1,214,157",16.28%,7.37
GALT,"2,037,588",16.33%,20.24
MBX,"928,736",16.35%,7.32
OFRM,"879,708",16.52%,8.28
WGS,"1,451,582",16.67%,3.55
DYN,"2,185,439",16.79%,12.87
CACC,"224,070",16.97%,5.48
SRRK,"2,459,656",17.05%,11.38
RZLT,"2,689,627",17.06%,6.89
CGON,"1,507,387",17.07%,9.63
BCRX,"8,487,290",17.16%,7.82
CGEM,"1,443,010",17.44%,7.66
RGNX,"2,313,535",17.72%,5.57
PRCH,"2,573,665",17.73%,8.60
BKD,"6,846,701",17.75%,10.58
HNGE,"1,905,472",17.91%,2.82
DMAC,"235,607",17.99%,27.10
PRA,"5,697,607",18.25%,10.01
APGE,"7,120,943",18.48%,5.11
VERA,"2,473,824",18.54%,9.45
IKT,"937,152",18.60%,20.90
DUOL,"2,639,963",19.28%,4.44
QURE,"4,706,394",19.68%,5.42
NRIX,"2,055,291",19.74%,10.91
VKTX,"5,563,639",19.83%,9.90
TGTX,"2,707,271",19.90%,12.75
PSNL,"5,948,864",19.92%,5.30
SBH,"2,321,193",20.01%,12.71
ABCL,"13,124,231",20.05%,7.21
MTN,"880,702",20.84%,8.97
PVLA,"290,032",20.93%,8.62
RLAY,"4,594,003",20.99%,8.72
NUVB,"9,423,825",21.17%,13.12
PK,"4,740,645",21.27%,8.50
HROW,"793,770",21.30%,8.76
DAVE,"732,340",21.51%,3.50
KLAR,"6,434,647",21.73%,5.41
FBIO,"873,253",22.22%,11.49
KSS,"5,727,453",22.53%,4.88
JBLU,"30,501,598",23.02%,2.55
DFH,"1,028,585",23.84%,9.37
ABSI,"38,143,843",24.07%,6.45
UHAL,"282,199",24.56%,7.58
TWST,"2,440,669",24.99%,9.35
PGEN,"5,102,091",25.32%,8.30
DERM,"307,862",25.92%,12.66
FDMT,"1,048,567",26.07%,14.95
BCAX,"851,707",26.85%,17.89
GLUE,"2,292,919",27.22%,16.13
XPOF,"650,017",27.55%,14.79
SVRA,"1,897,616",28.32%,20.80
WEN,"205,224,499",29.67%,5.15
ZBIO,"788,343",31.37%,15.79
ARQQ,"1,653,316",31.92%,2.30
WYFI,"4,232,506",35.41%,2.09
SPRY,"1,769,632",39.54%,15.29
