Ticker,Volume,Short Float,Short Ratio
LRN,"2,494,884",15.06%,3.83
ERAS,"7,147,200",15.28%,5.77
PUMP,"2,842,445",15.29%,4.31
AMPX,"9,867,799",15.53%,2.38
AHL,"378,996",15.81%,9.07
GME,"24,358,228",16.11%,9.47
LITE,"5,757,719",16.37%,2.41
MIRM,"903,290",16.72%,9.97
RES,"3,734,015",16.89%,8.97
SBH,"1,835,774",17.95%,9.77
WT,"7,421,892",18.37%,6.22
CMPX,"2,382,641",18.58%,10.46
AAOI,"8,832,244",18.63%,2.25
XPOF,"1,520,524",19.36%,8.75
WTI,"1,949,862",19.64%,12.52
CHTR,"2,896,726",19.78%,8.74
HZO,"1,920,592",20.28%,12.35
KNTK,"1,876,054",20.96%,7.87
TWST,"2,720,957",21.38%,8.72
CACC,"255,860",22.04%,9.53
AAP,"2,023,467",22.27%,7.31
DFTX,"2,053,559",22.92%,8.26
AXL,"47,764,055",24.64%,8.63
ALT,"5,167,170",25.51%,5.42
TECX,"427,561",37.49%,11.71
