Ticker,Volume,Short Float,Short Ratio
DOCN,"3,089,545",15.24%,4.17
PSNL,"1,523,384",15.39%,6.46
OKLO,"19,767,228",15.45%,0.91
IONQ,"21,421,992",15.71%,2.24
WRAP,"329,019",15.87%,22.67
OLMA,"998,344",15.92%,11.22
TRML,"1,714,465",15.95%,4.31
GRAL,"1,118,389",16.19%,4.67
BDTX,"1,180,015",16.21%,6.95
BTSG,"3,598,710",16.29%,5.84
RR,"45,335,788",16.40%,1.04
FUBO,"16,379,705",16.47%,3.79
LITE,"3,671,326",16.61%,3.93
VSCO,"3,499,444",16.89%,3.43
ACLX,"894,273",16.95%,13.55
OXM,"2,162,319",17.03%,4.89
MLYS,"2,026,042",17.79%,5.53
DMAC,"765,644",17.81%,10.13
DIN,"487,387",17.87%,5.53
GALT,"1,128,757",18.18%,12.19
UWMC,"12,672,573",18.52%,4.12
SBH,"1,973,154",18.72%,9.35
EXPI,"1,164,944",19.09%,16.07
INOD,"2,967,455",19.39%,2.33
BLNK,"4,960,438",20.13%,5.62
BE,"12,223,600",20.17%,4.43
PRCH,"2,872,459",20.90%,6.26
SKIN,"1,345,867",21.10%,14.15
LE,"718,395",21.21%,4.77
CIFR,"39,681,191",21.73%,1.70
CGON,"2,877,656",21.74%,12.12
ARCT,"572,355",21.76%,10.13
KRRO,"282,059",22.86%,7.77
STOK,"994,898",23.34%,13.44
DNTH,"1,172,090",23.76%,10.82
RCAT,"30,774,869",23.86%,2.23
NBR,"794,193",24.71%,4.04
REAL,"6,570,086",24.87%,6.55
OPEN,"1,012,886,308",26.36%,0.59
TEM,"21,178,280",27.00%,2.58
SPHR,"2,100,919",27.24%,9.00
BEAM,"3,270,974",27.92%,10.21
WOLF,"55,108,767",28.07%,0.83
OPAD,"37,333,894",29.20%,0.60
AIRE,"165,109,580",35.37%,0.26
ASST,"10,939,819",42.90%,1.18
RKT,"50,776,948",47.42%,5.92
PLCE,"1,097,950",53.15%,4.30
