Ticker,Volume,Short Float,Short Ratio
WLK,"1,529,730",15.07%,3.61
RLAY,"5,613,665",15.09%,7.48
SATL,"14,515,248",15.21%,1.24
PEB,"4,436,295",15.44%,7.39
SYRE,"1,039,957",15.55%,13.56
AEHR,"10,711,934",15.58%,2.40
BCRX,"8,643,678",16.28%,6.78
PENG,"1,647,245",16.64%,6.75
HUT,"11,097,149",16.66%,3.51
LITE,"6,983,917",16.70%,1.89
TERN,"12,993,753",17.50%,3.68
INGM,"1,945,001",17.70%,3.88
ANAB,"565,617",17.91%,8.68
BMEA,"4,257,585",18.04%,9.16
SLNO,"14,013,292",18.82%,3.25
HTZ,"15,996,004",20.76%,9.61
FLG,"5,478,827",20.83%,11.63
TSSI,"1,549,989",20.93%,3.27
SPCE,"12,494,642",20.95%,3.98
NBIS,"18,587,193",21.20%,2.83
EZPW,"1,458,473",21.89%,13.14
ARCT,"635,928",22.81%,11.75
CAR,"6,622,254",23.52%,8.33
BKSY,"4,250,411",23.68%,4.51
SPHR,"1,098,134",26.32%,8.17
AZ,"584,288",27.15%,8.29
LOVE,"312,653",28.02%,12.45
WEST,"403,195",28.96%,19.69
LUNR,"17,956,716",30.26%,2.53
WULF,"54,346,642",35.24%,3.10
WOLF,"2,441,606",36.97%,5.80
BTDR,"8,394,621",39.83%,5.87
