Ticker,Volume,Short Float,Short Ratio
TRON,"9,460,040",15.08%,10.89
KURA,"2,027,522",15.23%,7.24
GOLD,"572,051",15.36%,7.27
INO,"5,015,594",15.59%,5.07
PLSE,"453,129",15.61%,8.04
IRD,"1,052,694",16.02%,11.42
EPAM,"1,911,156",16.38%,4.29
AMR,"519,765",16.42%,5.85
REAX,"7,435,267",17.83%,6.48
TECX,"188,562",17.97%,9.42
ASMB,"341,539",18.25%,10.06
CVI,"1,771,242",18.57%,5.78
MP,"8,419,985",19.54%,4.65
NOG,"3,565,467",19.85%,6.76
SBET,"14,985,848",19.92%,4.44
DNUT,"3,481,044",20.59%,6.65
RZLT,"6,500,573",20.60%,9.53
CAKE,"1,866,070",20.80%,6.09
DERM,"264,029",20.92%,11.34
CRSP,"2,453,841",20.96%,11.25
ANDG,"769,120",21.15%,6.94
OMER,"2,582,621",22.09%,7.26
EZPW,"2,370,508",22.57%,12.04
BLSH,"2,415,935",22.64%,5.19
BBW,"670,239",23.08%,7.26
RHI,"2,324,603",23.76%,10.28
DFDV,"2,075,251",23.90%,6.24
AMCX,"677,352",23.93%,10.91
MUX,"1,619,755",24.06%,10.62
IOVA,"27,808,868",25.41%,5.99
BTCT,"17,075,774",25.60%,0.35
UPXI,"6,852,450",27.38%,8.54
SLS,"15,242,068",27.56%,6.17
ARCT,"2,856,256",27.67%,11.91
RUM,"3,924,053",29.05%,7.82
NVAX,"10,448,189",29.13%,10.87
ASST,"14,978,178",29.71%,5.27
TEM,"15,973,080",31.00%,5.20
