Ticker,Volume,Short Float,Short Ratio
KURA,"5,382,449",15.19%,7.41
ABTC,"2,039,213",15.38%,2.52
CDZI,"2,103,038",15.67%,8.89
AVXL,"2,475,503",15.71%,12.20
GOLD,"461,307",15.91%,7.50
BRZE,"2,821,744",15.92%,5.04
AMR,"312,741",16.39%,5.65
EIKN,"567,204",16.51%,10.25
ABCL,"10,699,282",16.58%,5.17
IRD,"1,500,971",16.61%,11.71
CLPT,"1,081,430",16.64%,6.12
QURE,"2,189,710",16.71%,5.69
IMNM,"1,928,775",16.89%,12.49
IMMX,"3,660,755",17.61%,5.69
AQST,"3,668,722",17.61%,8.33
RIGL,"373,973",17.76%,8.80
EDIT,"4,212,991",17.82%,8.80
NCNO,"3,659,091",17.99%,5.70
ANDG,"573,200",18.07%,5.67
ASMB,"553,778",18.08%,10.13
PPC,"1,715,474",18.15%,4.73
WW,"365,370",18.49%,8.09
PACB,"15,961,511",18.73%,8.15
NGNE,"504,339",19.15%,13.56
SBET,"12,103,831",19.26%,4.16
INO,"3,604,907",19.40%,6.22
TNXP,"1,142,619",19.93%,6.50
IMVT,"1,346,827",20.11%,12.71
CAKE,"1,985,828",20.15%,5.76
XNCR,"1,566,748",20.28%,13.93
CRSP,"2,083,671",20.88%,11.15
DFDV,"2,391,119",21.37%,5.33
DLO,"2,696,721",21.80%,6.92
BLSH,"1,932,968",22.17%,5.03
TWST,"2,079,033",22.21%,7.80
RHI,"3,943,056",22.35%,9.52
VOR,"1,219,960",22.67%,6.41
ZURA,"2,822,034",22.90%,9.47
EZPW,"1,166,199",23.50%,11.79
REAX,"2,047,904",23.79%,7.96
ASST,"12,934,821",24.42%,4.10
ARCT,"2,212,078",25.05%,9.61
BBW,"593,422",25.06%,7.65
RR,"17,535,215",25.32%,5.32
UPXI,"3,846,423",25.63%,7.74
PGEN,"5,842,111",25.77%,7.75
BEAM,"2,188,665",25.95%,11.26
CRML,"19,007,697",27.05%,3.53
GO,"2,604,566",27.08%,9.46
TEM,"8,882,458",27.82%,4.45
RUM,"8,950,598",28.50%,7.46
INBX,"510,619",29.20%,10.87
PATH,"70,164,135",29.27%,1.75
BTCT,"27,723,909",30.21%,0.27
NVAX,"7,107,633",30.31%,10.98
