Ticker,Volume,Short Float,Short Ratio
NKTR,"1,572,225",15.15%,4.33
KMTS,"404,312",15.19%,9.24
WRAP,"583,440",15.20%,16.81
LMND,"1,832,996",15.44%,6.54
TRVI,"5,525,524",15.50%,7.83
INMB,"1,791,753",15.53%,5.71
SKIN,"87,394,677",15.70%,10.36
PSNL,"3,460,187",15.74%,3.86
RARE,"4,417,919",15.96%,6.76
KYTX,"1,197,397",16.11%,5.49
ANDG,"684,988",16.30%,7.31
REYN,"1,541,244",16.45%,7.34
ANAB,"947,021",16.69%,6.89
REAX,"5,073,628",16.71%,6.84
TDOC,"4,961,931",16.74%,6.15
FA,"1,707,840",16.94%,9.01
KURA,"3,810,443",16.98%,8.55
EVER,"956,615",17.02%,5.08
URGN,"914,054",17.02%,8.07
DYN,"3,058,523",17.05%,12.57
IMNM,"1,553,968",17.67%,13.96
HNGE,"1,977,985",17.71%,3.30
DMAC,"270,438",17.96%,24.36
IMCR,"1,195,665",17.96%,19.52
VIA,"1,254,260",18.06%,6.84
ABX,"1,077,311",18.22%,10.13
ANNX,"5,753,206",18.52%,8.82
PRCH,"2,163,548",18.78%,7.88
SION,"622,934",18.84%,11.69
BCRX,"10,242,483",18.91%,8.20
IKT,"1,265,166",18.98%,22.42
ABCL,"8,027,225",19.11%,5.83
RIGL,"740,950",19.33%,8.63
RGNX,"2,752,655",19.81%,5.15
VYX,"3,803,575",20.24%,11.14
VERA,"5,062,068",20.25%,8.42
BHVN,"2,946,803",20.33%,9.15
VOR,"1,369,047",20.61%,4.99
VKTX,"4,338,026",20.66%,9.87
LBRX,"412,098",20.73%,16.46
IRON,"1,243,606",21.88%,10.93
CHRS,"1,524,661",22.12%,22.60
UA,"3,324,001",22.40%,7.66
STOK,"904,431",22.49%,16.70
OFRM,"918,936",22.53%,9.22
TECX,"364,973",22.70%,10.60
RLAY,"5,144,446",23.25%,9.01
LOVE,"345,520",23.50%,14.69
IMVT,"2,216,521",23.77%,10.01
SAIL,"6,997,486",24.07%,3.94
SNDX,"2,294,494",24.59%,10.82
MPLT,"588,335",24.80%,5.24
CERT,"4,055,822",26.56%,7.06
BCAX,"1,840,080",27.05%,15.23
PGEN,"7,373,814",27.21%,9.86
CELC,"1,436,143",27.41%,7.99
VSTM,"2,848,584",27.45%,8.85
ABEO,"1,662,891",28.12%,12.14
OMDA,"2,496,572",28.14%,7.36
NGNE,"706,864",28.29%,19.17
GLUE,"1,303,262",29.23%,15.61
SVRA,"2,360,654",29.43%,19.99
BEAM,"3,937,534",30.20%,12.85
ZBIO,"897,950",32.10%,15.85
PATH,"73,270,312",32.28%,3.14
GRND,"1,657,889",32.63%,5.22
ORIC,"2,449,996",33.64%,12.81
NTST,"2,229,768",34.02%,17.50
PRME,"4,122,857",34.26%,11.94
RXRX,"28,782,258",39.11%,10.35
