Ticker,Volume,Short Float,Short Ratio
CRGY,"7,575,180",15.05%,6.55
PLSE,"486,699",15.12%,7.57
PSNL,"4,209,330",15.43%,2.84
XNCR,"1,263,697",15.49%,11.70
RC,"1,954,337",15.67%,14.54
TIC,"4,320,121",16.11%,8.37
CBC,"957,155",16.13%,7.06
REAX,"4,967,182",16.47%,6.21
DOCS,"9,955,594",16.68%,3.84
VERI,"4,160,067",16.71%,4.67
SGMT,"1,799,216",16.82%,8.82
FSLY,"14,375,570",17.26%,3.84
GCT,"891,916",17.72%,6.49
VRDN,"2,268,722",18.00%,8.97
NOG,"3,773,354",18.37%,6.24
SATL,"9,119,717",18.39%,2.36
FA,"2,954,960",18.45%,8.11
IT,"1,666,811",18.67%,7.24
ABCL,"46,039,057",19.12%,6.23
HNGE,"2,195,727",19.13%,3.24
CAKE,"2,331,015",19.47%,6.16
VIA,"1,159,124",19.49%,6.43
SVV,"1,747,443",19.58%,7.12
MP,"10,632,703",19.75%,4.57
LBRX,"425,932",20.52%,14.42
ANDG,"430,770",20.63%,8.01
DBX,"5,082,743",20.66%,6.89
EYE,"2,683,320",21.39%,7.02
PSIX,"1,056,752",21.48%,2.44
SBH,"1,751,322",21.72%,12.81
TNXP,"1,502,724",22.56%,7.02
TMDX,"1,356,286",23.16%,6.38
TWST,"2,642,080",23.48%,8.06
CRSR,"2,945,656",23.49%,3.90
RCAT,"18,481,129",23.60%,2.56
RIG,"59,394,090",23.96%,6.65
MMED,"1,076,488",24.38%,5.95
LYFT,"14,324,209",24.79%,6.51
IOVA,"17,306,205",25.39%,6.29
TEM,"6,781,499",28.43%,4.86
OMDA,"2,733,202",28.64%,6.07
REPL,"8,860,012",30.04%,3.62
HPK,"777,669",30.21%,10.21
IBTA,"300,410",35.26%,13.49
ONDS,"88,050,286",43.91%,2.64
