Ticker,Volume,Short Float,Short Ratio
MCRB,"125,969",15.57%,8.36
UWMC,"8,432,731",15.60%,3.62
SBH,"1,805,563",15.91%,8.86
CRMD,"2,941,771",15.97%,4.47
GCT,"1,265,186",16.25%,5.14
MIRM,"559,556",16.37%,12.88
BLBD,"614,420",16.57%,9.94
GES,"3,012,329",17.46%,5.81
ARCT,"604,228",17.58%,8.00
PSKY,"44,979,819",17.65%,6.05
TYRA,"418,582",17.65%,19.72
MBOT,"5,811,312",18.08%,4.52
PGEN,"21,635,792",19.53%,5.00
OMER,"1,393,760",19.66%,11.23
MDGL,"594,115",19.74%,10.80
YOU,"2,274,230",20.47%,11.33
W,"5,637,050",20.56%,4.28
TARS,"705,604",21.10%,13.18
BE,"9,593,522",22.06%,5.57
VITL,"1,191,936",22.64%,8.45
AXL,"4,201,125",23.27%,7.34
REAL,"6,474,799",23.76%,6.75
TEM,"15,576,816",24.85%,1.92
STOK,"880,087",24.90%,15.99
CMPO,"1,500,868",25.21%,12.19
SVRA,"1,671,797",25.24%,11.54
DNTH,"627,849",27.33%,19.21
VSTM,"2,878,022",30.16%,6.39
CHRS,"1,371,265",30.60%,24.76
ZBIO,"190,250",51.89%,29.07
