Ticker,Volume,Short Float,Short Ratio
AMCX,"668,961",15.36%,9.43
UFPT,"150,470",15.76%,9.83
RIG,"55,318,776",16.17%,3.41
LB,"487,089",16.36%,9.68
LYFT,"43,860,231",16.68%,3.11
COLL,"751,603",17.09%,12.32
FNKO,"2,512,109",17.23%,4.76
PVLA,"172,929",17.44%,7.27
RES,"1,942,659",17.91%,11.91
DK,"2,701,735",17.92%,5.41
H,"1,286,204",18.09%,7.68
ESTA,"965,331",18.32%,11.53
ORGO,"4,306,032",18.58%,8.74
W,"5,838,920",19.78%,4.92
YOU,"2,242,873",20.06%,10.50
PBF,"4,198,572",20.28%,5.01
CNX,"2,091,485",20.40%,14.56
CSIQ,"11,310,331",20.55%,3.37
RIVN,"104,188,064",21.16%,3.45
FLNC,"11,594,035",21.75%,3.01
CTMX,"4,677,485",22.52%,7.13
SEDG,"9,105,962",22.88%,3.16
CRK,"3,161,690",23.48%,6.69
ALT,"6,024,226",24.56%,7.60
LMND,"3,000,066",25.47%,5.75
URGN,"2,590,953",25.98%,9.67
EOSE,"42,237,412",29.46%,4.22
ZBIO,"552,685",43.93%,11.67
