Ticker,Volume,Short Float,Short Ratio
SION,"508,774",15.00%,11.49
JBGS,"994,931",15.05%,14.36
RIOT,"20,513,544",15.14%,2.83
RGTI,"40,193,626",15.15%,1.65
RVLV,"1,466,110",15.15%,5.81
GPRO,"19,424,176",15.18%,3.40
RRGB,"713,090",15.20%,6.69
ACHV,"4,209,365",15.28%,7.97
AMLX,"1,590,389",15.33%,11.83
AMC,"87,601,599",15.34%,2.50
SLDP,"8,363,706",15.35%,5.15
AUR,"29,209,082",15.54%,10.41
ONEW,"301,871",15.61%,11.72
CIFR,"35,231,219",15.69%,1.80
URBN,"1,740,395",15.81%,4.94
PBI,"4,905,962",15.82%,8.73
SLG,"2,136,536",15.93%,7.94
NNOX,"3,051,037",15.99%,10.30
PEB,"3,179,550",16.03%,7.65
DFTX,"2,115,948",16.03%,8.70
CAVA,"3,518,777",16.06%,4.65
PROK,"1,379,546",16.10%,18.37
SYRE,"2,126,487",16.23%,11.37
GFS,"5,075,048",16.38%,4.38
QBTS,"45,896,653",16.42%,2.10
CRNX,"1,101,550",16.45%,14.85
KURA,"3,575,951",16.59%,9.82
CAL,"681,713",16.64%,8.37
ABAT,"5,283,658",16.72%,5.09
PACB,"8,439,603",16.82%,7.03
SCVL,"468,465",17.01%,7.31
DYN,"2,674,235",17.04%,9.53
SLNO,"3,948,120",17.05%,2.56
AMKR,"6,146,027",17.13%,2.07
HUT,"5,999,717",17.30%,3.49
HOG,"4,098,439",17.32%,5.14
RIVN,"32,192,989",17.56%,4.97
OKLO,"24,232,174",17.56%,2.53
CACC,"286,707",17.57%,4.90
HYPD,"876,932",17.69%,3.08
TSHA,"6,162,464",17.96%,15.35
KMTS,"393,261",18.18%,10.02
ANIP,"552,443",18.29%,9.41
HZO,"542,930",18.43%,8.12
TRVI,"7,256,725",18.55%,11.29
TSSI,"1,889,346",18.61%,2.89
REAL,"4,123,091",18.64%,5.92
BHVN,"2,693,100",18.65%,10.40
SHAK,"1,488,900",18.71%,5.17
BIRD,"19,974,581",18.77%,0.19
BMEA,"3,428,928",18.96%,9.71
MUX,"1,379,904",19.26%,7.91
VIVO,"1,307,860",19.49%,2.19
TGTX,"2,606,967",19.55%,15.87
CGON,"1,765,237",19.78%,8.33
NNE,"2,780,322",20.03%,4.46
APGE,"1,229,343",20.08%,9.38
PK,"5,620,848",20.24%,9.30
CABA,"3,354,045",20.48%,6.55
FUN,"2,172,516",20.52%,9.74
CORZ,"12,883,442",20.56%,5.16
INBX,"416,564",20.74%,10.11
ROOT,"420,306",20.86%,6.37
NBIS,"17,132,493",20.88%,2.65
LVWR,"321,632",20.89%,7.18
PRCH,"3,168,473",20.99%,11.60
HRTX,"2,630,045",21.24%,23.02
FWRD,"875,886",21.26%,6.82
WT,"4,232,217",21.29%,6.91
RIGL,"418,083",21.30%,10.92
HTZ,"22,082,079",21.45%,8.36
SLNH,"9,298,486",21.64%,3.81
ABCL,"4,763,935",21.69%,14.29
VSTM,"2,523,982",21.73%,8.62
DBI,"851,460",21.77%,10.19
IMVT,"3,421,823",21.93%,13.65
HROW,"776,437",22.00%,9.68
SYM,"2,369,616",22.00%,8.26
BBNX,"1,581,742",22.01%,6.59
BKSY,"2,675,893",22.39%,4.03
JBLU,"37,017,791",22.51%,2.71
IONQ,"48,567,217",22.65%,3.34
ASST,"7,659,807",22.72%,3.18
PGY,"4,743,767",22.82%,3.53
NVTS,"36,530,981",22.90%,2.07
RUM,"4,179,608",23.46%,12.24
NN,"4,638,517",23.69%,12.14
FDMT,"894,935",23.88%,14.19
APLS,"5,215,628",24.06%,4.91
TWST,"1,520,312",24.15%,10.97
TDUP,"4,439,747",24.23%,9.69
LIFE,"665,040",24.28%,3.85
XRX,"6,410,378",24.54%,8.00
OMER,"1,947,980",24.66%,15.38
ARCT,"498,381",24.78%,13.42
BNED,"348,120",24.95%,11.37
SG,"5,561,976",25.57%,5.93
CAR,"4,268,973",26.08%,5.73
TEM,"6,546,079",26.38%,5.09
NTST,"2,565,936",26.57%,19.99
SEZL,"1,058,689",26.87%,5.52
OXM,"356,628",26.91%,11.53
CADL,"4,137,825",27.05%,12.70
LDI,"3,342,429",27.63%,6.10
STOK,"883,226",27.81%,17.12
DDD,"4,401,776",27.97%,13.71
ABSI,"6,432,442",28.13%,10.52
QUBT,"21,977,804",28.98%,4.41
ANDG,"338,283",29.05%,9.81
WEST,"493,587",29.74%,20.15
CHH,"854,163",30.19%,12.41
MARA,"52,167,637",30.54%,2.34
ULCC,"8,429,404",30.81%,5.99
LUNR,"14,540,786",31.06%,2.51
CRML,"73,222,792",31.76%,1.60
DFDV,"1,726,685",31.89%,5.18
SMMT,"4,898,398",32.22%,13.17
UPST,"6,546,743",32.37%,5.33
NGNE,"325,761",32.42%,24.22
UPXI,"6,204,970",34.09%,3.59
HIMS,"58,621,854",34.46%,1.96
WULF,"42,955,974",34.96%,2.94
CLSK,"27,861,688",34.97%,3.64
TTEC,"1,962,465",35.16%,12.15
FRMM,"39,710,198",35.60%,6.32
SOUN,"30,479,100",36.86%,5.49
BTDR,"10,378,890",38.05%,5.60
WOLF,"2,006,958",43.40%,6.07
GRPN,"4,038,552",52.99%,9.93
KALV,"1,088,389",54.00%,21.42
