Ticker,Volume,Short Float,Short Ratio
VG,"20,658,094",15.04%,6.36
GRAL,"1,391,323",15.30%,5.42
TMC,"35,391,384",15.42%,3.41
GLUE,"1,949,196",15.46%,5.33
PSNL,"2,077,204",15.46%,5.52
DNA,"1,349,678",15.68%,6.22
TYRA,"1,219,953",15.89%,11.39
POWL,"260,174",15.96%,6.09
UUUU,"19,752,544",16.13%,2.48
GME,"15,536,034",16.22%,10.88
MP,"10,464,636",16.28%,2.38
AEHR,"1,637,979",16.93%,5.18
SLDB,"2,736,545",17.04%,9.44
RES,"1,957,646",17.04%,9.25
UMAC,"4,236,433",17.22%,1.60
SYRE,"847,477",17.23%,15.68
IMNM,"2,859,692",17.32%,8.45
AESI,"3,371,507",17.43%,4.57
WHR,"1,425,660",17.43%,6.79
CMPX,"3,539,923",17.44%,10.14
MUX,"2,178,560",17.72%,7.05
ORKA,"991,786",17.87%,14.61
KULR,"4,080,027",18.21%,3.71
NN,"2,573,399",18.45%,14.11
CTMX,"5,796,514",18.53%,7.60
AMKR,"4,477,992",18.55%,1.94
CWH,"3,779,382",18.65%,4.72
WT,"3,447,000",18.67%,6.85
ASPI,"9,098,509",18.73%,3.21
MRNA,"34,059,644",19.12%,5.89
ELVN,"1,466,459",19.13%,8.79
SATS,"7,718,644",19.33%,4.99
CRML,"48,014,838",19.45%,0.80
MIRM,"774,376",19.60%,11.65
DNTH,"1,368,441",19.80%,8.65
UAMY,"19,445,287",20.06%,1.93
RR,"55,250,301",20.24%,1.11
LMND,"6,449,203",20.24%,5.01
DFTX,"3,150,108",20.50%,7.49
JBLU,"22,769,259",20.60%,3.17
CRVS,"12,826,522",20.61%,4.06
CGEM,"1,384,122",20.81%,7.81
ABCL,"6,942,766",21.00%,11.14
HZO,"320,042",21.30%,12.61
UA,"9,357,913",21.48%,4.28
BNED,"711,969",21.65%,6.80
FUN,"4,049,951",22.04%,5.89
BEAM,"3,738,432",22.18%,10.03
CABA,"29,793,673",22.26%,6.14
RCAT,"23,488,557",22.49%,2.31
CRSP,"3,419,167",22.99%,10.34
PGEN,"7,753,137",23.44%,7.95
ARRY,"7,497,027",24.51%,5.75
EZPW,"954,477",24.75%,15.20
ALT,"7,915,984",24.92%,6.13
INDI,"4,671,376",25.07%,14.77
PDYN,"2,773,130",25.20%,4.17
ENPH,"13,845,459",25.20%,4.58
RDW,"33,456,421",25.31%,1.67
SPHR,"1,000,139",25.32%,7.83
CGON,"2,508,105",25.50%,12.36
EOSE,"25,462,996",25.50%,3.82
DDD,"6,591,630",25.66%,7.52
PCT,"4,390,357",25.81%,10.77
PLUG,"184,004,505",26.21%,3.39
ASTS,"19,384,412",26.32%,2.70
AVBP,"769,807",26.56%,17.70
AXL,"3,713,742",27.16%,9.35
NVTS,"37,148,074",27.26%,2.16
LENZ,"2,524,934",27.29%,6.47
PRME,"5,001,005",27.36%,6.76
METC,"5,097,415",28.60%,3.54
UAA,"16,039,935",35.19%,5.70
NVAX,"9,348,643",35.34%,12.98
NFE,"18,336,471",36.28%,4.76
IBRX,"80,638,026",36.48%,5.82
NTLA,"10,505,291",37.82%,6.02
