Ticker,Volume,Short Float,Short Ratio
SWKS,"6,015,719",15.13%,5.99
RILY,"1,867,482",15.47%,4.81
SRRK,"2,654,399",15.47%,10.05
RGTI,"88,451,997",15.48%,1.51
SMCI,"42,110,795",15.58%,2.14
GALT,"982,484",15.74%,21.91
HZO,"715,746",16.19%,7.97
DMRC,"294,278",16.50%,11.24
HUT,"5,031,985",16.89%,3.51
SEDG,"8,287,215",17.08%,2.53
CHPT,"889,699",17.25%,7.90
BRZE,"4,661,575",17.33%,4.76
CLFD,"516,547",17.45%,9.37
SPIR,"3,439,643",17.92%,3.68
PENG,"3,632,972",17.96%,4.32
GETY,"3,739,294",18.35%,5.42
TBCH,"339,613",18.43%,8.97
LUNR,"51,255,314",18.50%,2.03
VSCO,"2,449,102",18.77%,5.41
ABCL,"8,695,653",18.87%,8.04
BIRK,"3,310,821",18.96%,4.29
AEVA,"3,521,099",19.06%,4.54
KLAR,"7,490,923",19.27%,4.24
MED,"364,348",19.32%,8.67
PDYN,"3,523,738",19.82%,2.89
NVTS,"49,883,985",19.86%,1.42
PK,"4,949,548",19.87%,8.84
QS,"35,739,676",19.92%,5.47
EBS,"1,081,651",20.07%,11.07
VUZI,"4,498,831",20.70%,10.27
ASTS,"47,163,735",20.82%,3.22
WW,"674,682",20.93%,5.42
PSNL,"2,388,940",21.15%,6.75
DXYZ,"13,874,972",21.54%,1.01
TE,"71,697,034",21.60%,2.09
RUM,"4,791,186",21.62%,8.89
CORZ,"18,588,953",21.81%,4.79
SPCE,"38,920,016",21.85%,2.97
ASST,"7,026,008",21.93%,3.38
KULR,"4,453,560",22.05%,5.78
ASPI,"13,901,354",22.09%,5.48
HUMA,"7,086,417",22.20%,6.46
SG,"8,476,392",22.41%,4.82
BKKT,"2,822,728",22.57%,2.72
BKSY,"2,620,090",22.68%,3.49
NNE,"5,128,575",22.72%,4.60
IMVT,"1,879,819",22.97%,10.72
IONQ,"29,919,108",23.00%,2.84
TWST,"1,600,090",23.36%,11.08
ENPH,"11,522,019",23.68%,4.37
NN,"4,967,202",23.95%,8.33
OXM,"353,921",24.11%,10.50
PLUG,"111,429,302",25.79%,4.17
FLNC,"7,698,861",27.11%,3.71
DERM,"284,809",27.24%,14.46
WYFI,"1,323,797",27.48%,2.17
RR,"39,275,177",27.61%,5.12
XRX,"12,364,695",27.78%,5.52
INDI,"10,416,158",29.08%,10.99
DDD,"10,455,998",29.25%,12.12
PCT,"6,032,106",29.30%,10.39
CRDF,"1,830,834",29.36%,23.05
VELO,"4,367,325",29.42%,1.57
SHMD,"1,187,180",30.09%,1.80
EOSE,"31,260,724",30.55%,3.59
SLS,"8,681,771",30.86%,7.58
WULF,"45,794,062",30.97%,3.43
NVAX,"8,296,385",31.65%,10.47
KALV,"8,068,030",35.09%,4.91
CLSK,"31,646,042",36.63%,4.40
LFVN,"357,852",36.73%,23.81
BTDR,"11,833,215",41.34%,7.09
WOLF,"11,453,794",56.04%,3.37
GRPN,"4,101,897",59.70%,7.15
