Ticker,Volume,Short Float,Short Ratio
RCUS,"1,107,102",15.14%,10.89
HUT,"7,293,302",15.47%,2.42
PSNL,"2,052,813",15.67%,8.27
CGEM,"1,533,350",16.56%,8.25
GRAL,"1,226,655",16.63%,5.38
BTSG,"18,404,044",16.70%,5.24
SION,"277,728",16.71%,15.89
SVRA,"2,986,535",16.84%,10.36
PHLT,"1,417,302",16.93%,9.45
RLAY,"1,963,385",17.40%,11.74
MVST,"12,637,050",17.62%,4.29
CRML,"36,997,052",17.67%,0.28
SAVA,"2,891,470",17.81%,3.07
NUAI,"32,736,427",17.91%,0.10
BGS,"2,957,874",18.42%,5.41
IMNM,"1,332,691",19.39%,12.85
OMER,"7,420,362",19.47%,3.97
ASTS,"14,290,909",20.15%,3.46
POWL,"454,922",20.37%,7.33
CLSK,"30,421,912",20.92%,2.08
CIFR,"52,483,677",21.69%,1.59
CORZ,"19,656,842",21.75%,4.12
SLS,"4,801,005",22.36%,10.02
SANA,"8,332,733",22.94%,6.23
NGNE,"219,210",23.51%,17.34
BTDR,"8,321,097",23.61%,3.88
APGE,"1,036,290",23.88%,14.48
LEU,"2,448,971",24.04%,2.76
ABSI,"7,033,390",25.32%,5.45
NVTS,"74,884,171",28.25%,1.35
SYRE,"1,680,041",28.34%,19.43
INDI,"4,684,906",28.81%,12.59
FLNC,"6,862,886",29.81%,3.66
EOSE,"20,219,995",30.15%,4.54
PGEN,"11,911,314",30.78%,4.20
SEI,"4,193,716",31.72%,3.80
