Ticker,Volume,Short Float,Short Ratio
WLK,"1,606,574",15.04%,3.48
TYRA,"1,628,338",15.41%,6.71
OCGN,"15,391,205",15.84%,8.07
AMPX,"8,797,229",16.41%,2.23
ABX,"1,302,868",17.31%,11.26
TERN,"4,239,513",17.35%,7.45
CGON,"1,840,406",17.45%,7.78
TSSI,"1,902,044",18.71%,3.37
ANAB,"753,501",20.05%,11.06
WTI,"11,855,110",20.11%,4.92
SKIN,"2,014,810",20.28%,26.99
RCAT,"17,628,518",21.05%,1.52
DNTH,"2,276,154",21.30%,8.25
NBIS,"15,377,972",21.69%,3.42
BMBL,"9,872,176",21.90%,4.02
TBCH,"859,706",22.82%,13.07
SNDX,"1,677,444",25.72%,16.63
HPK,"1,918,769",36.37%,7.81
HIMS,"42,695,007",41.03%,2.78
TNGX,"4,150,218",49.87%,14.60
