Ticker,Volume,Short Float,Short Ratio
AMPH,"572,080",16.16%,10.77
PRGO,"7,734,222",16.39%,7.16
PACB,"11,100,917",17.15%,7.40
SLP,"433,356",17.27%,8.86
SATL,"6,262,104",17.39%,3.56
SDGR,"2,028,479",17.65%,7.49
DMAC,"209,248",17.95%,28.39
TSSI,"3,108,763",18.72%,5.58
VIA,"1,098,443",19.39%,6.68
TWST,"3,535,194",19.57%,7.20
GRAL,"3,447,430",20.41%,10.79
SG,"5,919,454",25.24%,4.49
TEM,"10,821,333",26.00%,4.30
ASST,"7,615,221",27.65%,3.78
SAIL,"7,263,935",28.90%,4.96
NUAI,"11,055,857",30.78%,3.46
QUBT,"9,811,134",32.24%,7.36
SRZN,"11,526,993",36.05%,10.10
