Ticker,Volume,Short Float,Short Ratio
RNA,"3,858,893",15.22%,11.28
METC,"7,564,367",15.42%,3.49
TBBK,"529,879",15.70%,14.79
REPL,"2,072,111",15.83%,7.54
SRFM,"21,419,982",15.89%,0.46
NMRA,"2,246,403",16.13%,9.00
MIRM,"705,616",16.27%,15.52
SRG,"265,652",16.39%,32.34
TNXP,"1,016,505",16.45%,1.36
UUUU,"15,475,541",16.52%,3.24
TECX,"321,226",16.56%,8.68
UMAC,"19,281,529",16.60%,0.91
AXL,"5,017,098",16.82%,5.82
TYRA,"381,955",17.34%,16.48
QS,"46,594,674",17.63%,3.00
OZK,"1,129,491",17.79%,20.02
CADL,"1,092,992",17.93%,6.86
BKSY,"1,924,784",17.98%,3.34
TR,"289,818",18.31%,15.09
CNX,"5,889,010",18.74%,11.92
TRIP,"4,077,006",18.85%,5.66
EBS,"1,298,688",19.28%,7.89
MTSR,"1,054,038",19.44%,9.69
NPWR,"1,943,982",19.52%,3.78
ARQT,"1,972,344",19.65%,10.46
PGEN,"2,304,934",19.85%,16.15
RCAT,"28,003,195",20.23%,2.09
ATYR,"3,676,531",21.46%,7.87
KALV,"1,384,315",22.02%,8.27
CIFR,"39,114,765",23.68%,1.98
OMER,"1,003,355",24.15%,13.54
MVIS,"9,874,839",24.20%,11.38
SMR,"22,195,269",24.29%,2.39
BE,"7,149,305",24.82%,8.11
CHH,"532,416",25.07%,14.81
RIOT,"53,292,634",25.20%,2.32
UPST,"8,076,805",25.73%,3.41
CLSK,"43,941,867",25.75%,2.55
MP,"23,370,052",25.81%,2.67
MARA,"86,508,464",26.01%,1.99
ENVX,"7,791,217",27.19%,8.14
FFAI,"15,785,018",27.21%,2.64
IRBT,"5,953,261",27.36%,3.18
IMVT,"1,337,783",29.79%,15.87
SANA,"5,831,104",29.92%,8.71
WULF,"88,340,201",30.08%,1.95
AVXL,"996,851",30.44%,28.67
MBX,"388,892",33.49%,16.59
BKKT,"507,778",33.54%,3.85
SEI,"1,484,146",33.69%,6.18
SYM,"2,536,803",36.76%,9.33
PRME,"4,669,523",39.01%,6.56
RILY,"1,536,024",46.32%,7.28
ZBIO,"234,218",50.00%,29.22
