Ticker,Volume,Short Float,Short Ratio
HYPD,"1,158,530",15.97%,2.90
RUM,"12,440,637",16.43%,5.32
AMPH,"1,455,803",16.62%,11.02
FTK,"579,124",17.18%,6.89
SBET,"16,209,012",17.28%,3.71
SDGR,"5,231,066",17.52%,8.18
SGMT,"1,854,065",17.61%,8.02
BMEA,"1,630,910",17.68%,9.52
VIA,"5,022,920",17.72%,6.35
CVI,"1,884,829",18.25%,5.03
ABTC,"4,948,163",18.69%,2.56
TWST,"3,073,852",18.93%,6.94
DFDV,"9,049,949",19.55%,4.00
HIVE,"25,934,220",19.97%,2.47
PSIX,"710,368",20.73%,3.93
GLSI,"302,262",21.71%,11.22
WGS,"786,139",21.80%,8.28
CHPT,"2,675,943",22.18%,3.14
IOVA,"22,879,704",22.40%,5.27
EBS,"1,874,488",22.49%,9.55
BLSH,"2,764,283",22.80%,5.37
SWKS,"22,113,382",23.06%,5.53
ASST,"16,154,535",23.38%,3.35
NRGV,"13,961,825",23.85%,6.00
FDMT,"1,787,707",23.96%,12.86
ODD,"3,790,657",24.32%,5.29
GEMI,"15,431,913",24.65%,5.12
ABSI,"7,732,761",24.84%,8.24
BBNX,"1,953,138",25.12%,7.30
UPXI,"12,536,020",25.12%,6.00
PGEN,"9,578,263",25.70%,8.40
SEI,"5,082,567",26.45%,4.95
SMMT,"13,060,581",27.13%,8.06
VITL,"4,476,614",27.20%,5.52
DDD,"6,755,381",27.26%,14.87
TEM,"9,321,155",27.35%,4.55
MARA,"84,319,407",29.15%,2.28
NVAX,"11,145,562",31.12%,11.10
CLSK,"29,674,676",31.74%,3.75
BTDR,"18,693,558",35.70%,4.73
RXRX,"44,325,595",37.21%,9.52
IBTA,"397,308",38.56%,14.34
