Ticker,Volume,Short Float,Short Ratio
KD,"6,528,268",15.07%,7.31
FND,"4,272,111",15.11%,5.55
BFLY,"10,508,769",15.23%,3.90
LXRX,"3,908,893",15.27%,9.55
LIFE,"5,332,051",15.29%,3.15
AEHR,"3,498,660",15.62%,1.89
RYAN,"2,643,893",15.68%,6.40
MED,"908,534",15.72%,7.32
AVXL,"1,977,762",15.75%,11.56
WLK,"3,009,421",15.86%,4.60
INSP,"2,329,246",16.00%,3.78
TIC,"2,805,654",16.11%,8.04
CBC,"889,856",16.13%,7.37
TDAY,"2,653,412",16.45%,12.12
UFPT,"637,627",16.74%,5.78
IMNM,"1,802,153",16.81%,12.80
SGMT,"1,706,007",16.82%,9.02
PRCH,"2,962,421",17.43%,7.97
IT,"3,712,131",17.61%,7.14
FRPT,"2,159,774",18.03%,5.53
IKT,"1,255,022",18.35%,21.62
PCRX,"1,130,109",18.48%,13.54
PGY,"4,891,637",18.80%,3.06
EPAM,"2,428,982",18.93%,4.72
TDC,"5,215,847",18.96%,5.70
VIA,"1,051,097",19.49%,6.52
CAKE,"2,093,639",19.49%,6.33
SVV,"1,132,965",19.56%,7.36
SION,"913,121",19.76%,11.20
WHR,"5,879,624",20.01%,4.25
OWL,"33,768,777",20.17%,5.69
LBRX,"563,748",20.52%,15.29
ANDG,"448,307",20.63%,8.23
TNDM,"2,822,118",20.65%,5.42
DBX,"5,155,561",20.66%,7.09
YSWY,"581,768",20.68%,5.64
WGS,"2,659,469",21.27%,4.30
SBH,"2,715,160",21.31%,12.79
WIX,"3,586,508",21.80%,4.79
RHI,"2,612,702",22.83%,9.68
TMDX,"1,634,739",23.23%,5.82
LOVE,"414,487",23.57%,16.12
AMCX,"1,144,324",23.91%,11.11
ULCC,"5,338,321",24.29%,4.95
MMED,"1,045,013",24.42%,6.17
BOBS,"1,453,273",24.52%,6.77
SPHR,"898,700",24.88%,9.14
PGEN,"8,015,238",25.76%,8.70
JBLU,"41,644,628",27.04%,2.80
CERT,"10,801,617",27.72%,7.03
DDD,"18,287,158",28.07%,9.92
PATH,"61,988,019",28.90%,1.92
TBCH,"336,013",30.58%,13.88
FIG,"26,804,933",33.16%,3.06
IBTA,"1,250,417",35.13%,16.03
ORIC,"5,044,088",35.15%,13.07
GRND,"1,850,918",36.60%,5.21
RH,"1,034,167",37.77%,6.48
STIM,"2,290,837",39.05%,4.31
