Ticker,Volume,Short Float,Short Ratio
VG,"12,493,829",15.04%,6.47
POWL,"265,058",15.20%,5.96
EWTX,"1,768,356",15.29%,8.25
LQDA,"2,008,712",15.48%,5.34
RIOT,"25,139,965",15.84%,2.60
TYRA,"1,215,596",15.89%,12.13
UWMC,"22,315,169",15.98%,3.04
UUUU,"26,208,391",16.13%,2.45
MP,"11,608,603",16.28%,2.33
SHAK,"1,865,441",16.41%,4.02
AEHR,"1,408,833",16.93%,4.98
IREN,"44,967,305",16.94%,1.33
CAVA,"5,388,272",17.07%,4.12
UMAC,"5,418,405",17.22%,1.67
CAKE,"1,781,153",17.33%,6.13
AISP,"1,985,408",17.41%,4.63
WHR,"1,455,573",17.43%,6.88
MUX,"2,426,041",17.72%,6.78
DNTH,"1,021,708",17.90%,8.86
TSSI,"2,118,327",17.94%,2.71
RC,"4,578,978",18.33%,6.76
CTMX,"4,893,257",18.53%,7.62
CWH,"2,483,255",18.65%,4.82
WT,"6,423,749",18.67%,7.19
MRNA,"12,532,955",19.12%,6.05
ELVN,"1,011,429",19.13%,9.05
SATS,"6,350,784",19.33%,5.13
CRML,"33,164,793",19.45%,0.80
BTDR,"7,268,453",19.68%,3.34
ONDS,"150,017,847",19.81%,0.83
UAMY,"24,094,473",20.06%,1.90
DFTX,"3,674,163",20.50%,7.49
NTST,"1,885,317",20.53%,13.80
CRVS,"83,349,626",20.61%,8.87
UA,"11,405,214",21.48%,4.63
RCAT,"19,293,231",22.49%,2.40
FLNC,"6,860,167",23.55%,3.41
DDD,"4,428,013",23.60%,7.38
LUNR,"12,388,275",24.24%,2.88
RH,"1,359,888",25.13%,3.70
PDYN,"2,845,280",25.20%,4.35
EOSE,"27,052,069",25.50%,3.79
AXL,"4,928,302",25.74%,9.64
BKSY,"1,705,970",25.95%,4.72
AEVA,"3,468,239",26.00%,3.80
ASTS,"17,233,408",26.32%,2.78
PLAY,"1,561,722",27.20%,6.39
METC,"4,274,348",28.60%,3.58
RILY,"2,673,339",29.65%,3.59
APLD,"34,381,146",32.31%,2.55
SNBR,"913,178",33.70%,6.87
UAA,"16,075,743",35.06%,5.87
SLS,"10,556,710",35.26%,6.26
NVAX,"11,830,758",35.34%,13.83
IBRX,"209,702,803",36.48%,7.60
NTLA,"9,569,147",37.82%,6.15
ORIC,"1,822,663",39.63%,15.31
TNGX,"4,160,118",45.09%,11.41
