Ticker,Volume,Short Float,Short Ratio
LAC,"210,041,808",15.06%,2.09
CAMT,"600,559",15.26%,9.69
LTBR,"3,100,678",15.27%,2.12
ODP,"2,134,336",15.33%,6.72
CLF,"25,670,015",15.47%,3.21
LXRX,"3,718,308",15.54%,8.83
HUT,"8,817,084",15.55%,2.47
NRGV,"7,379,063",15.66%,5.58
IONQ,"44,633,618",15.67%,1.99
LRMR,"2,949,060",15.75%,5.08
OKLO,"45,564,002",16.22%,0.94
UAMY,"11,083,640",16.27%,2.52
METC,"4,000,891",16.38%,1.93
EZPW,"992,712",16.60%,12.25
SKYT,"1,389,971",16.66%,3.97
GEVO,"10,642,098",16.71%,6.14
QURE,"17,150,143",16.88%,3.72
CRNX,"1,699,273",16.94%,14.08
HROW,"749,744",16.95%,9.37
MVIS,"8,628,229",17.08%,7.79
CVI,"2,192,471",17.18%,2.93
BBW,"310,702",17.29%,6.95
EBS,"1,393,816",17.35%,6.96
TMC,"15,798,720",17.52%,2.79
OCGN,"11,589,014",17.64%,12.13
CIFR,"154,262,921",17.76%,1.36
FBIO,"1,206,800",17.83%,5.96
FNKO,"1,569,167",17.96%,4.73
MP,"25,847,106",18.16%,1.54
NXE,"9,650,930",18.26%,12.42
HTZ,"30,542,092",18.46%,7.16
MTSR,"2,312,792",18.47%,4.67
CNX,"2,355,841",18.94%,12.54
QBTS,"65,341,262",19.17%,1.40
CSIQ,"1,502,969",19.26%,5.96
VERA,"2,196,274",19.28%,6.30
BLNK,"3,784,975",19.38%,5.15
OPFI,"1,201,633",19.82%,4.58
PBF,"3,683,867",20.48%,4.70
CLSK,"37,013,344",20.48%,2.27
RIVN,"44,583,207",20.99%,3.73
QUBT,"45,958,050",21.07%,1.25
LEU,"2,983,682",21.37%,2.59
WTI,"1,565,450",21.41%,14.60
FTK,"947,424",23.07%,6.16
BKKT,"3,744,151",23.16%,1.64
CRK,"2,846,580",23.43%,6.89
CTMX,"10,492,118",23.60%,10.43
PDYN,"5,094,724",24.67%,2.60
STOK,"1,700,257",24.74%,13.07
TKNO,"823,450",25.53%,9.23
VUZI,"6,201,965",25.75%,8.59
MBX,"5,621,451",26.09%,4.43
SPHR,"1,000,972",26.31%,7.39
OPEN,"364,395,606",27.05%,0.46
SLNH,"18,580,197",27.27%,0.69
KRRO,"268,682",28.05%,8.64
SEI,"3,783,642",28.18%,4.41
FLNC,"14,196,455",28.74%,4.23
DDD,"4,030,817",29.32%,9.21
EOSE,"22,675,356",30.55%,5.42
PLUG,"113,542,415",32.53%,4.74
NTLA,"6,743,191",33.61%,6.74
AIRS,"1,369,808",38.07%,8.27
TNGX,"3,245,180",40.39%,12.85
