Ticker,Volume,Short Float,Short Ratio
HURA,"1,879,797",15.63%,4.29
RCEL,"289,535",15.67%,16.70
STAA,"1,738,468",15.72%,5.42
CYPH,"4,546,178",15.75%,4.08
PEB,"2,504,011",15.98%,7.51
OPTX,"1,218,839",16.51%,0.89
CAL,"678,925",16.64%,8.39
LITE,"7,115,421",16.68%,1.87
RLAY,"2,786,039",16.68%,8.06
VERA,"2,927,523",16.99%,8.41
SLNO,"3,501,426",17.05%,2.70
HUT,"5,804,334",17.30%,3.52
CRWV,"82,985,711",20.19%,2.45
PK,"4,549,003",20.23%,9.36
CORZ,"16,430,540",20.58%,5.20
NBIS,"25,713,558",20.88%,2.75
URGN,"1,067,792",20.91%,10.54
HTZ,"16,298,289",21.45%,9.36
TRON,"1,203,759",21.66%,7.29
PHAT,"1,441,122",22.26%,9.83
SPCE,"14,309,254",22.54%,4.12
APLS,"6,741,973",24.06%,5.02
SG,"5,411,867",25.57%,6.06
SATS,"9,092,926",25.68%,5.10
CAR,"4,168,359",26.13%,7.95
AZ,"457,230",27.57%,8.71
ENVX,"7,815,007",29.13%,8.77
LUNR,"15,161,496",31.06%,2.57
WULF,"33,558,281",35.89%,3.05
WOLF,"3,241,462",43.40%,6.44
PLCE,"2,059,774",44.10%,12.25
