Ticker,Volume,Short Float,Short Ratio
VG,"19,725,501",15.04%,6.47
POWL,"340,984",15.20%,6.06
OCGN,"15,435,853",15.27%,12.02
LQDA,"2,055,159",15.46%,5.36
PEB,"2,238,932",15.49%,8.68
RIOT,"19,405,003",15.84%,2.65
UWMC,"14,542,596",16.31%,3.27
SHAK,"1,852,558",16.41%,4.08
RES,"2,225,916",16.58%,9.55
DNTH,"1,685,154",16.85%,9.32
PTON,"16,541,185",16.91%,7.12
WRAP,"413,118",17.07%,15.97
UMAC,"4,843,338",17.22%,1.71
IREN,"41,206,072",17.24%,1.32
AEHR,"1,833,463",17.28%,4.92
CAKE,"1,345,313",17.33%,6.21
VELO,"1,806,386",17.40%,1.26
MUX,"1,656,522",17.72%,6.39
PK,"6,663,178",18.22%,9.42
WT,"4,405,331",18.67%,7.46
PAR,"1,011,038",19.11%,11.70
MRNA,"24,647,065",19.12%,6.35
ELVN,"1,033,388",19.22%,9.52
SATS,"7,374,661",19.33%,5.56
WTI,"3,193,126",19.41%,12.43
CRML,"18,065,326",19.49%,0.69
MIRM,"749,215",19.67%,12.25
PTLO,"2,932,821",20.49%,5.02
MNMD,"3,216,570",20.50%,7.49
ONDS,"130,131,351",20.79%,0.87
ABCL,"7,006,205",21.00%,11.15
HZO,"334,036",21.10%,12.51
TMDX,"1,597,418",21.83%,8.56
DFDV,"1,913,781",22.18%,2.92
BEAM,"2,381,535",22.18%,9.59
CADL,"880,535",22.38%,11.58
RCAT,"33,872,973",22.49%,2.53
TWST,"1,983,873",24.26%,9.35
BKKT,"2,160,136",24.46%,2.31
KRUS,"373,623",24.71%,4.57
CHH,"835,203",24.81%,9.11
PDYN,"9,341,938",25.20%,4.70
SPHR,"989,005",25.32%,7.70
GLSI,"682,548",25.41%,5.12
EOSE,"30,213,738",25.57%,3.72
PCT,"4,625,276",25.81%,11.30
PBF,"4,010,465",25.90%,7.33
AEVA,"3,076,422",26.14%,3.97
PROP,"2,420,587",27.07%,5.12
CBRL,"2,024,468",27.40%,3.34
CHRS,"1,739,767",28.25%,25.17
RILY,"1,405,530",29.65%,4.82
APLD,"32,236,834",33.15%,2.45
SNBR,"1,810,258",33.70%,7.23
SLS,"7,819,443",35.04%,6.37
NVAX,"11,137,775",35.35%,14.37
RDW,"19,220,041",36.02%,2.01
IBRX,"32,582,562",36.48%,10.80
NTLA,"7,900,384",37.82%,6.18
ORIC,"3,116,191",39.63%,16.49
