Ticker,Volume,Short Float,Short Ratio
AQST,"8,415,711",15.18%,7.70
KURA,"4,077,719",15.18%,7.21
RCUS,"1,816,273",15.44%,10.37
INO,"6,970,649",15.59%,5.17
PLSE,"420,892",15.61%,8.03
IMCR,"677,778",16.11%,15.21
IMMX,"1,975,395",16.14%,5.06
XNCR,"2,351,122",16.21%,11.67
EPAM,"2,310,816",16.38%,4.25
AMR,"552,900",16.42%,6.09
EDIT,"9,641,325",16.52%,9.07
TTAN,"1,609,522",16.67%,5.95
RIGL,"515,827",17.14%,8.77
SDGR,"1,898,074",17.40%,8.70
IMNM,"2,984,904",17.46%,13.04
IMAX,"1,666,022",17.53%,5.89
PPC,"4,271,376",17.75%,4.76
SRRK,"1,326,268",17.79%,13.39
REAX,"4,348,441",17.83%,6.56
TECX,"199,974",17.97%,9.42
ASMB,"384,565",18.25%,10.32
DUOT,"2,007,328",18.32%,5.31
CELH,"12,221,619",18.43%,3.39
NRIX,"2,101,969",18.67%,9.15
NGNE,"383,100",18.94%,14.13
ELE,"399,831",19.04%,7.20
EIKN,"1,406,872",19.26%,12.87
ABCL,"10,808,540",19.38%,5.98
SBET,"18,881,215",19.92%,4.62
SPTX,"240,946",19.99%,16.15
SGMT,"1,552,035",20.41%,9.82
RNA,"360,317",20.56%,18.27
CADL,"2,376,815",20.92%,7.68
CRSP,"3,843,325",20.96%,11.62
NUVB,"11,552,467",21.27%,8.07
SBH,"1,554,733",21.48%,13.36
OMER,"3,197,709",22.09%,7.39
TWST,"3,548,865",22.17%,7.99
BBNX,"1,947,730",22.49%,6.74
SANA,"5,910,519",22.55%,12.99
TASK,"746,580",22.83%,5.50
MMED,"1,619,385",23.13%,5.38
ACHV,"3,924,730",23.45%,9.18
FDMT,"1,965,152",23.78%,13.24
DFDV,"2,992,636",23.89%,6.90
MUX,"1,542,483",24.06%,10.73
LXEO,"941,949",24.71%,18.14
CPB,"12,085,049",25.07%,5.84
RIG,"42,306,707",25.12%,6.64
OMDA,"1,800,011",25.37%,6.04
IOVA,"24,248,267",25.41%,6.29
CATX,"1,751,678",25.49%,14.05
PGEN,"8,152,571",25.65%,8.03
SRPT,"4,943,337",27.30%,8.48
SLS,"9,123,107",27.56%,6.07
ARCT,"5,634,336",27.67%,14.57
NVAX,"11,451,112",29.13%,11.28
CMPX,"3,903,263",29.20%,11.33
HYMC,"3,083,178",29.20%,7.19
STOK,"1,472,255",29.55%,19.77
ASST,"7,615,701",29.71%,5.51
OCGN,"6,882,661",30.27%,15.68
CABA,"10,448,708",30.63%,9.16
INBX,"310,658",30.65%,11.08
TEM,"22,543,630",31.02%,5.65
PATH,"72,840,293",31.03%,1.85
PRME,"6,791,332",36.70%,10.83
RXRX,"30,369,727",37.65%,8.84
