Ticker,Volume,Short Float,Short Ratio
TDAY,"2,056,999",15.11%,9.60
GTLB,"8,230,090",15.17%,3.00
DMRC,"293,461",15.63%,10.41
BBNX,"1,006,769",17.07%,5.75
GIII,"1,732,166",17.22%,11.37
HNGE,"2,385,860",17.91%,3.35
DBI,"1,057,290",18.75%,10.16
VSXY,"3,240,745",19.11%,4.83
SAIL,"4,006,048",19.22%,3.57
CAKE,"1,190,491",19.56%,7.57
PENG,"4,738,888",19.56%,4.17
TXG,"3,792,661",19.64%,8.48
TDUP,"3,472,346",21.75%,8.94
PSNL,"4,144,669",22.16%,6.34
PK,"6,943,727",22.30%,9.66
CPB,"13,420,225",23.36%,5.70
XRX,"7,651,452",26.07%,4.71
TWST,"2,471,862",27.82%,12.28
PCT,"5,577,405",28.58%,10.84
LFVN,"955,991",34.23%,12.12
