Ticker,Volume,Short Float,Short Ratio
SWKS,"4,159,501",15.13%,6.07
RILY,"993,032",15.53%,4.90
HZO,"440,760",16.19%,7.96
DMRC,"405,146",16.40%,11.67
INOD,"1,919,792",16.98%,3.23
SEDG,"4,809,043",17.19%,2.55
HNGE,"1,252,641",17.29%,3.43
CLFD,"248,022",17.45%,9.55
KURA,"5,335,977",17.91%,10.70
PENG,"2,381,696",17.96%,4.45
AEVA,"1,883,348",18.95%,4.66
NVTS,"36,997,579",19.86%,1.46
VUZI,"4,937,759",20.70%,11.52
PSNL,"2,689,759",21.15%,7.00
TE,"105,342,050",21.60%,2.45
KULR,"2,078,600",22.08%,6.17
IMVT,"19,556,238",22.38%,13.43
BKSY,"2,154,065",22.68%,3.50
CELC,"879,752",22.94%,10.15
SG,"9,503,276",23.13%,5.05
ENPH,"11,101,897",23.67%,4.60
NN,"2,510,454",23.95%,8.35
MARA,"51,323,500",26.90%,2.12
DERM,"346,840",27.48%,14.56
CRDF,"1,767,113",29.36%,24.30
VIVO,"1,293,878",29.69%,2.60
SLS,"18,238,557",31.11%,8.16
CLSK,"41,276,985",36.63%,4.47
KALV,"5,535,355",37.98%,4.97
HPK,"1,124,210",40.96%,8.61
WOLF,"7,594,895",56.04%,3.58
