Ticker,Volume,Short Float,Short Ratio
DOCN,"2,985,966",15.24%,4.12
AISP,"3,332,520",15.40%,3.07
IONQ,"68,521,590",15.71%,2.30
WRAP,"662,341",15.87%,23.37
OLMA,"1,344,781",15.92%,11.16
TRML,"988,436",15.95%,4.16
MVST,"11,543,059",16.04%,4.32
BDTX,"1,111,771",16.21%,6.96
RGTI,"111,881,213",16.28%,1.23
BTSG,"4,264,136",16.29%,5.96
RR,"34,472,075",16.40%,1.02
NRGV,"2,497,826",16.45%,7.08
LITE,"2,952,267",16.61%,3.89
ACLX,"767,517",16.95%,13.35
LYFT,"29,292,968",17.75%,3.67
DMAC,"418,686",17.81%,9.86
RAPP,"1,649,072",18.02%,5.75
GALT,"1,196,921",18.18%,11.88
SBH,"2,580,843",18.72%,9.32
INOD,"3,382,625",19.39%,2.33
SVRA,"1,973,773",19.54%,11.41
BLNK,"5,065,864",20.13%,5.59
QBTS,"59,369,844",20.13%,1.60
BE,"13,488,895",20.17%,4.37
SKIN,"1,629,094",21.10%,13.97
CGON,"1,398,918",21.74%,11.63
KRRO,"237,414",22.86%,7.63
STOK,"1,029,696",23.34%,13.28
DNTH,"996,897",23.76%,10.51
RCAT,"13,388,723",23.86%,2.14
NBR,"697,568",24.71%,4.00
REAL,"4,291,894",24.87%,6.52
OPEN,"467,844,336",26.36%,0.56
SERV,"17,735,300",27.07%,2.07
SPHR,"1,878,886",27.24%,8.74
PGY,"3,687,945",27.37%,3.52
BTDR,"9,411,239",27.75%,5.34
WOLF,"99,268,664",28.07%,0.82
SONN,"7,483,810",28.75%,0.46
EOSE,"19,081,073",30.27%,5.95
ATYR,"16,487,315",30.64%,6.34
MPW,"21,768,845",33.54%,19.20
AIRE,"103,823,764",35.37%,0.23
ASST,"7,271,462",42.90%,1.17
RKT,"22,576,506",47.42%,5.75
PLCE,"919,865",53.15%,4.31
ZBIO,"556,166",57.20%,31.94
