Ticker,Volume,Short Float,Short Ratio
SHAK,"1,478,499",15.18%,4.31
ACLX,"760,653",15.24%,8.81
VRDN,"1,140,102",15.81%,15.73
PII,"2,456,441",17.02%,5.39
SMCI,"52,424,230",17.93%,2.00
TRML,"279,333",18.42%,11.08
PTON,"44,192,546",19.03%,5.29
UPB,"867,165",19.52%,8.73
ETSY,"12,891,871",21.45%,3.88
BE,"16,319,917",22.30%,6.57
UPST,"8,921,548",22.57%,2.97
LXEO,"1,353,955",22.61%,7.33
CVM,"861,812",22.88%,1.93
PGY,"2,906,189",23.82%,3.53
SEI,"2,449,094",30.85%,6.04
MBX,"732,447",32.21%,14.23
LQDA,"2,587,067",32.54%,9.23
SYM,"2,410,186",33.81%,7.27
HIMS,"55,076,581",34.29%,1.41
VSTM,"3,781,062",37.03%,7.63
