Ticker,Volume,Short Float,Short Ratio
DYN,"2,800,493",15.60%,6.15
HUT,"13,810,254",15.80%,2.23
RIG,"56,849,447",16.17%,3.49
TYRA,"224,343",16.50%,26.48
DERM,"193,198",17.29%,11.12
BE,"17,241,862",17.31%,2.82
SVRA,"1,601,485",17.76%,9.67
IREN,"79,991,926",18.91%,1.36
GALT,"582,682",18.93%,27.33
IMNM,"3,012,349",19.10%,12.22
SRPT,"10,574,966",19.15%,2.46
SYRE,"1,045,776",19.58%,16.63
CORZ,"28,935,060",20.18%,3.56
CNX,"1,883,079",20.40%,14.31
CSIQ,"8,680,701",20.55%,4.21
CIFR,"132,287,983",21.34%,1.53
APGE,"774,332",21.60%,13.00
FLNC,"7,567,530",21.75%,3.12
AESI,"4,648,961",22.78%,8.75
CTMX,"10,603,360",23.14%,7.92
IMVT,"2,108,589",24.09%,10.13
NBR,"539,172",25.53%,4.75
LMND,"3,158,897",25.76%,5.79
ACDC,"2,408,535",26.09%,1.43
URGN,"1,506,872",26.29%,10.11
REPL,"6,539,930",27.51%,3.10
VSTM,"2,899,370",32.76%,7.46
SYM,"3,725,127",33.24%,6.88
NUVB,"7,381,556",34.21%,11.33
SEI,"4,477,250",34.99%,4.15
PHAT,"1,212,047",35.40%,11.85
WULF,"61,538,336",43.42%,2.19
ZBIO,"425,159",43.93%,12.21
