Ticker,Volume,Short Float,Short Ratio
ENOV,"1,143,211",15.03%,10.19
CRML,"29,968,144",15.20%,0.52
GLUE,"5,676,095",15.37%,4.56
DFH,"743,117",15.53%,11.69
TROX,"5,662,898",15.59%,4.21
CWH,"2,668,471",15.75%,4.38
PEB,"3,758,914",15.82%,9.31
SRFM,"6,099,692",15.97%,2.04
CRNX,"2,227,391",16.15%,10.12
WLK,"1,622,699",16.37%,3.73
APLS,"4,009,338",16.62%,6.63
FOA,"187,912",16.77%,7.42
OKLO,"33,832,529",16.80%,1.40
PTON,"11,182,421",16.92%,7.07
AEHR,"3,364,802",17.32%,5.02
MIRM,"891,528",17.35%,10.68
AZ,"1,195,874",17.58%,5.09
WT,"6,734,486",17.63%,7.23
HRTX,"7,597,616",18.22%,17.63
SATS,"7,118,016",18.47%,5.58
STIM,"2,636,505",18.53%,4.08
ELVN,"5,785,862",18.75%,10.37
PK,"4,390,868",18.80%,9.83
LQDA,"7,981,774",18.88%,6.94
ANGI,"1,076,709",18.90%,6.37
PGY,"4,414,064",19.47%,3.18
FWRD,"711,235",19.69%,6.15
IBIO,"12,717,637",19.83%,0.51
ASPI,"19,119,012",20.88%,2.69
ONDS,"113,300,848",21.19%,0.89
RCAT,"15,087,004",21.45%,2.35
UA,"6,896,063",21.52%,4.67
SERV,"12,295,501",21.56%,1.45
CACC,"152,597",21.63%,9.74
ABCL,"6,417,520",21.97%,11.61
CHH,"782,459",22.11%,8.25
HZO,"365,085",22.25%,13.16
PBF,"4,980,309",22.78%,6.58
PDYN,"2,370,213",23.18%,4.21
LUNR,"16,752,958",23.21%,2.84
RH,"1,618,544",24.17%,3.52
GLSI,"543,267",24.65%,5.17
AEVA,"7,404,210",25.46%,4.02
AXL,"4,440,169",25.79%,9.60
CGON,"6,986,643",25.94%,14.51
EOSE,"23,134,871",26.15%,3.84
CRDF,"1,053,769",26.30%,17.80
ASTS,"24,351,284",26.45%,2.82
KRUS,"531,086",26.48%,5.03
RILY,"1,691,333",27.87%,4.66
CHRS,"3,835,364",29.01%,26.48
UAA,"15,073,519",29.23%,4.97
DDD,"13,666,281",31.92%,10.58
APLD,"86,129,102",34.25%,2.51
SMMT,"2,824,337",34.80%,12.74
SPRY,"6,053,638",36.14%,11.38
RDW,"25,490,658",37.78%,2.14
TNGX,"5,491,741",37.84%,10.01
KALV,"5,016,019",40.67%,12.16
