Ticker,Volume,Short Float,Short Ratio
GEVO,"10,124,242",15.07%,5.28
RCUS,"1,787,879",15.14%,11.14
HUT,"8,010,805",15.47%,2.44
UAMY,"22,326,237",15.50%,1.68
PVLA,"250,758",15.61%,6.06
PSNL,"3,157,386",15.67%,8.56
VSCO,"3,140,254",15.99%,3.76
NKTX,"1,528,510",16.09%,11.34
ZVRA,"2,043,618",16.28%,4.90
DOCN,"4,339,825",16.29%,3.63
JANX,"1,356,591",16.45%,10.74
CGEM,"1,632,248",16.56%,8.50
GRAL,"2,078,084",16.63%,5.39
SION,"507,882",16.71%,16.13
QBTS,"55,282,524",17.05%,1.07
TR,"245,915",17.33%,14.78
SPCE,"10,822,942",17.34%,2.37
RLAY,"2,038,564",17.40%,11.53
MVST,"25,867,413",17.57%,4.47
BCAX,"800,780",17.62%,12.82
CRML,"48,178,634",17.67%,0.30
SAVA,"4,158,381",17.81%,3.14
NUAI,"23,536,350",17.91%,0.10
TRVI,"2,356,082",18.36%,6.67
BE,"13,337,895",18.50%,3.02
CRVS,"1,380,810",18.56%,14.92
ESTA,"461,934",18.64%,13.90
IMNM,"1,341,138",19.39%,12.78
OMER,"11,102,189",19.47%,4.18
ASTS,"17,036,388",20.15%,3.49
POWL,"426,983",20.37%,7.40
CLSK,"46,226,339",20.92%,2.10
CSIQ,"1,953,233",21.15%,5.66
CIFR,"48,821,391",21.69%,1.59
CORZ,"22,911,591",21.75%,4.15
SLS,"4,162,635",22.36%,10.10
SANA,"14,728,981",22.94%,6.44
STOK,"3,407,759",23.40%,9.94
NGNE,"284,748",23.51%,17.66
BTDR,"13,274,262",23.61%,3.96
APGE,"933,615",23.88%,14.49
LEU,"2,040,431",24.04%,2.78
ABSI,"9,914,999",25.32%,5.52
KRRO,"346,411",25.99%,6.42
IRBT,"7,070,501",28.07%,4.16
NVTS,"142,999,344",28.25%,1.43
SYRE,"2,420,957",28.34%,20.29
INDI,"6,968,801",28.81%,12.46
DDD,"4,910,528",29.51%,8.46
FLNC,"11,273,451",29.81%,3.73
EOSE,"31,203,420",30.15%,4.62
SEI,"3,710,227",31.72%,3.84
APLD,"40,802,642",32.33%,2.17
SYM,"3,052,858",33.80%,6.77
RXRX,"228,580,088",40.06%,4.13
AIRS,"1,450,479",46.24%,8.83
