Ticker,Volume,Short Float,Short Ratio
NKTX,"746,322",15.21%,15.53
LITE,"2,679,519",15.49%,4.29
MCRB,"167,829",15.57%,8.27
UWMC,"10,007,573",15.60%,3.60
HZO,"464,237",15.68%,8.97
VRDN,"1,385,487",15.87%,15.41
SBH,"2,039,353",15.91%,8.92
CRMD,"3,465,214",15.97%,4.43
LENZ,"663,477",16.20%,8.92
FWRD,"1,101,714",16.30%,5.85
MIRM,"1,174,547",16.37%,12.78
LGIH,"813,275",16.39%,8.70
BTSG,"2,847,295",16.43%,6.21
OMC,"4,736,853",16.48%,7.34
BLBD,"752,417",16.57%,9.86
TLRY,"50,643,296",17.08%,3.85
MNRO,"1,230,342",17.09%,4.79
TSHA,"9,088,858",17.37%,11.15
GES,"2,873,391",17.46%,5.57
LYFT,"23,911,029",17.88%,4.09
CAL,"923,542",17.90%,6.42
MBOT,"5,467,698",18.08%,4.35
DFH,"614,450",18.30%,11.64
POWL,"422,862",18.40%,5.99
EXPI,"1,232,462",18.54%,15.30
FLG,"9,849,726",18.60%,8.43
PGEN,"24,154,548",19.53%,4.74
JBLU,"31,145,213",19.58%,2.78
MDGL,"465,898",19.74%,10.78
VSAT,"4,927,038",19.78%,6.07
YOU,"1,922,681",20.47%,11.28
TECX,"258,822",20.52%,10.38
W,"6,795,982",20.56%,4.24
FL,"4,975,052",20.59%,5.22
BE,"13,908,966",21.78%,5.51
TBCH,"430,221",22.60%,10.23
RH,"1,745,983",22.79%,2.76
AXL,"3,491,730",23.27%,7.25
OPEN,"639,433,929",23.40%,0.71
REAL,"5,004,041",23.76%,6.67
ONEW,"325,686",24.71%,22.30
TEM,"18,610,836",24.85%,1.93
STOK,"1,149,607",24.90%,15.86
CMPO,"1,898,710",25.21%,12.01
SVRA,"1,662,562",25.24%,11.49
DLO,"2,037,741",25.92%,8.16
PGY,"4,152,392",26.31%,3.68
DNTH,"366,858",27.33%,18.82
VSTM,"4,816,960",30.16%,6.34
NUVB,"7,593,620",30.33%,11.15
CHRS,"2,568,228",30.60%,24.61
WULF,"72,165,412",32.03%,1.62
SNBR,"821,875",36.98%,8.79
RKT,"30,093,850",38.29%,5.44
ZBIO,"231,623",51.89%,28.89
