Ticker,Volume,Short Float,Short Ratio
RCUS,"1,078,634",15.14%,10.61
FRPT,"1,690,381",15.20%,4.71
UAMY,"27,446,389",15.50%,1.55
OMC,"7,296,989",15.74%,8.29
BTSG,"4,631,436",16.34%,4.51
SION,"580,551",16.57%,14.86
GRAL,"1,272,302",16.62%,5.10
SVRA,"1,791,559",16.84%,9.84
H,"1,189,290",17.09%,7.79
RLAY,"1,973,065",17.40%,11.79
SIG,"1,158,032",17.51%,7.62
IMNM,"1,684,307",19.39%,12.83
APLS,"2,680,772",20.16%,8.35
SANA,"5,808,890",20.74%,6.08
SYRE,"906,648",22.08%,18.52
IMVT,"2,053,889",23.04%,10.20
STOK,"1,166,972",23.40%,9.47
SPHR,"1,283,252",26.24%,6.59
NVTS,"54,355,356",28.20%,1.31
NTLA,"6,179,464",29.28%,5.18
DNUT,"151,548,102",30.20%,3.08
NUVB,"10,732,299",31.09%,11.56
AIRS,"1,274,777",46.24%,8.64
BYND,"2,144,164,662",62.94%,0.57
