Ticker,Volume,Short Float,Short Ratio
DOCN,"2,523,499",15.24%,4.02
IONQ,"48,094,560",15.71%,2.18
WRAP,"700,564",15.87%,22.24
TRML,"1,727,192",16.00%,3.96
HROW,"610,905",16.04%,9.40
RGTI,"76,835,994",16.27%,1.23
BTSG,"3,154,600",16.29%,6.12
RR,"49,983,316",16.40%,0.90
RDDT,"9,877,227",16.42%,2.67
NRGV,"2,741,307",16.45%,6.91
EZPW,"1,084,867",16.48%,12.54
LITE,"4,795,149",16.61%,3.81
HUT,"9,500,724",17.10%,2.82
GEVO,"13,562,559",17.12%,6.91
PSQH,"1,539,113",17.62%,5.65
WBTN,"2,637,941",17.72%,3.25
LYFT,"98,286,411",17.75%,3.52
RIG,"32,524,761",17.77%,4.77
OCGN,"8,801,829",17.78%,13.02
GLUE,"1,910,251",17.85%,8.64
JBGS,"1,507,459",17.93%,9.19
UWMC,"11,334,421",18.28%,4.02
SBH,"2,487,944",18.72%,9.05
CNX,"1,989,128",19.08%,13.08
DNTH,"620,602",19.21%,9.99
INOD,"3,556,663",19.39%,2.29
OPFI,"1,208,871",19.42%,4.34
CLSK,"27,948,128",19.54%,2.28
CRNC,"2,655,389",19.69%,3.70
BBAI,"143,477,398",20.12%,0.61
BLNK,"4,071,060",20.13%,5.43
QBTS,"125,845,359",20.13%,1.61
BE,"16,274,418",20.17%,4.19
QUBT,"34,290,045",20.25%,1.33
LAZR,"14,786,396",20.75%,3.09
PRCH,"2,202,380",20.87%,6.13
SEDG,"6,864,095",21.10%,2.22
EVGO,"5,177,509",21.58%,6.37
CGON,"2,240,565",21.74%,11.27
RIOT,"43,636,736",22.42%,1.90
PBF,"4,193,341",22.98%,5.22
STOK,"902,074",23.33%,12.96
RCAT,"11,044,660",23.85%,2.15
ULCC,"4,374,210",24.86%,4.85
REAL,"3,982,427",24.87%,6.33
OPEN,"696,044,442",26.36%,0.54
IRBT,"1,946,136",27.19%,4.22
SPHR,"1,818,381",27.25%,8.15
PGY,"4,123,663",27.36%,3.46
NTLA,"6,839,654",27.43%,5.93
BTDR,"7,579,248",27.75%,5.05
BEAM,"3,420,239",27.90%,9.90
WOLF,"64,990,390",28.07%,0.74
MARA,"78,994,727",28.13%,2.03
SEI,"3,761,489",29.21%,5.39
EOSE,"14,068,929",30.27%,5.92
PLUG,"205,747,567",32.41%,5.58
SOUN,"82,737,540",32.94%,2.23
MPW,"12,252,946",33.54%,18.35
AIRE,"41,294,240",35.37%,0.21
RILY,"2,056,565",36.06%,4.49
TNGX,"4,108,240",38.50%,12.63
RKT,"32,748,331",47.59%,5.61
PLCE,"1,080,688",53.15%,4.48
IBRX,"11,622,080",76.59%,8.75
