Ticker,Volume,Short Float,Short Ratio
HCC,"1,163,185",15.27%,7.12
UWMC,"16,550,480",15.40%,3.91
WRAP,"440,094",15.43%,28.03
NKTX,"827,367",15.45%,16.00
MCRB,"208,883",15.57%,8.47
LITE,"5,304,209",15.60%,4.47
ARQT,"1,946,260",15.76%,8.98
UPB,"525,569",15.87%,6.65
SBH,"1,845,389",15.91%,8.92
LENZ,"625,377",16.09%,10.05
GCT,"1,074,513",16.25%,5.14
PII,"3,186,368",16.26%,5.37
MIRM,"640,736",16.34%,13.85
HUT,"9,078,728",16.34%,2.51
LGIH,"598,922",16.39%,8.88
BLBD,"810,046",16.57%,10.54
VSCO,"3,786,608",16.59%,3.35
METC,"3,842,605",16.79%,2.40
GEVO,"8,933,855",16.84%,7.05
SKIN,"1,629,856",16.98%,12.08
TLRY,"153,891,337",17.08%,4.25
WT,"5,502,037",17.25%,8.62
ARCT,"1,649,238",17.58%,8.78
LRMR,"2,581,712",18.30%,4.83
ABEO,"1,563,416",18.51%,8.65
QURE,"1,551,882",18.89%,7.69
PLSE,"317,072",19.41%,14.41
W,"5,088,661",20.39%,4.28
TECX,"400,232",20.46%,10.19
WBTN,"2,275,381",20.49%,5.88
APLS,"3,642,887",21.26%,9.05
CRNC,"4,652,381",22.01%,4.59
KRRO,"158,492",22.19%,8.10
BE,"9,744,646",22.30%,5.96
MBOT,"2,189,333",22.63%,4.61
VITL,"931,416",22.71%,8.73
DDD,"4,533,178",23.10%,6.29
AXL,"4,328,578",23.30%,7.54
OPEN,"318,202,590",23.40%,0.80
RR,"14,171,046",23.80%,1.56
REAL,"3,575,326",23.88%,6.69
ONEW,"257,275",24.71%,22.50
STOK,"1,639,581",24.83%,17.13
CMPO,"1,315,804",25.31%,12.56
TEM,"15,177,893",25.58%,1.95
DLO,"19,953,892",25.92%,10.59
VKTX,"5,847,462",26.31%,7.64
SVRA,"3,442,062",26.35%,12.17
FFAI,"18,352,798",26.50%,1.59
PGY,"3,888,673",27.11%,3.88
NVAX,"8,708,868",28.59%,5.36
SNDX,"3,022,384",28.95%,10.51
LQDA,"4,264,884",30.09%,7.62
LMND,"3,769,771",30.12%,6.49
WULF,"287,451,191",30.42%,1.90
NUVB,"6,376,583",30.60%,11.28
VSTM,"3,573,537",31.13%,6.55
SNBR,"960,116",32.43%,9.28
SOUN,"46,531,691",33.43%,2.84
RILY,"4,076,902",36.16%,4.55
RKT,"22,127,894",67.87%,5.47
