Ticker,Volume,Short Float,Short Ratio
SFIX,"2,871,000",15.10%,8.13
BTBT,"39,907,077",15.53%,2.25
XNCR,"1,142,136",15.60%,13.54
REAL,"4,629,169",15.81%,5.05
REYN,"1,262,802",15.82%,7.72
COHU,"1,416,271",15.91%,5.39
AMLX,"1,835,144",16.14%,12.26
SYRE,"2,610,243",16.31%,10.24
GALT,"3,798,107",16.33%,24.02
MBX,"669,268",16.35%,7.34
RARE,"2,042,945",16.40%,8.00
DYN,"2,075,801",16.79%,12.86
CACC,"169,791",16.97%,5.49
SRRK,"2,233,591",17.05%,11.46
BCRX,"5,139,250",17.16%,7.71
CGEM,"1,959,227",17.44%,7.75
RGNX,"2,961,139",17.72%,5.70
CLPT,"1,396,628",17.84%,7.04
RNAC,"293,644",17.88%,8.60
DMAC,"216,496",17.99%,26.87
APGE,"10,746,570",18.48%,5.43
VERA,"1,928,147",18.54%,9.51
DUOL,"1,985,020",19.27%,4.48
EYPT,"1,549,564",19.33%,15.78
QURE,"3,332,778",19.67%,5.46
VKTX,"6,212,698",19.83%,10.18
TGTX,"3,122,398",19.90%,12.86
PENG,"4,777,491",20.46%,3.72
EVMN,"715,943",20.63%,10.63
RLAY,"5,376,069",20.99%,8.84
NUVB,"4,596,954",21.17%,13.12
HROW,"1,299,307",21.30%,8.88
CCCC,"2,912,279",21.34%,7.83
NBIS,"18,490,492",21.94%,2.56
FBIO,"791,565",22.22%,11.55
AVBP,"850,182",23.10%,15.57
TWST,"1,768,300",24.99%,9.35
PGEN,"5,246,676",25.32%,8.36
OMDA,"1,149,890",25.33%,6.96
DERM,"522,550",25.92%,12.87
FDMT,"2,067,737",26.07%,15.37
BCAX,"717,330",26.85%,18.09
IOVA,"17,876,235",26.93%,7.39
GLUE,"1,751,746",27.22%,16.36
XPOF,"693,897",27.32%,14.94
SVRA,"1,856,520",28.32%,20.77
GO,"3,363,475",28.99%,7.81
ARQQ,"3,225,670",31.92%,2.46
WYFI,"4,537,750",35.41%,2.17
