Ticker,Volume,Short Float,Short Ratio
PK,"4,534,523",15.54%,7.63
RR,"123,738,164",15.57%,1.27
FWRD,"633,988",15.71%,5.54
SIG,"2,057,913",15.93%,5.98
LITE,"2,970,834",16.46%,4.44
CIVI,"2,479,801",16.60%,5.61
SBH,"2,998,328",16.67%,9.25
UAMY,"6,355,354",16.73%,2.98
NRGV,"1,898,775",16.89%,8.12
MIRM,"930,389",17.09%,12.63
MBOT,"2,680,617",17.18%,3.57
HUT,"6,019,604",17.33%,2.81
JBGS,"1,449,028",17.63%,8.27
GES,"1,585,430",17.72%,5.36
CAL,"1,203,405",17.89%,6.42
FL,"14,286,711",18.26%,4.42
YOU,"1,676,300",18.57%,10.35
MDGL,"397,917",18.81%,10.21
PCT,"7,157,027",20.80%,9.85
AEHR,"2,123,327",20.82%,3.49
PBF,"3,660,371",20.86%,4.88
PGEN,"13,292,772",20.93%,4.67
CRMD,"3,682,039",21.20%,5.72
NN,"2,347,382",21.50%,12.79
VITL,"1,178,676",21.65%,7.91
WBTN,"622,543",22.27%,5.77
ONEW,"182,989",23.51%,20.86
KRRO,"158,248",23.56%,8.18
OPEN,"296,389,147",24.16%,0.66
SNDX,"4,022,339",24.73%,9.52
DDD,"16,902,901",26.37%,7.32
SERV,"29,987,786",26.54%,2.09
KPTI,"183,458",26.94%,13.30
KSS,"47,270,860",32.76%,2.87
ASST,"6,660,832",46.84%,1.41
