Ticker,Volume,Short Float,Short Ratio
LRN,"1,998,550",15.06%,3.90
ERAS,"5,665,426",15.28%,5.66
PUMP,"3,525,498",15.29%,4.39
AMPX,"15,318,929",15.53%,2.39
NBR,"399,144",15.75%,3.85
GME,"15,739,941",16.11%,9.06
LITE,"7,782,085",16.37%,2.39
BLBD,"434,972",17.07%,12.51
RLAY,"5,961,345",17.13%,9.97
SBH,"2,282,696",17.95%,9.82
VTS,"477,388",18.00%,12.31
WT,"5,873,417",18.37%,6.16
CMPX,"2,453,071",18.58%,10.46
AAOI,"5,620,504",18.63%,2.22
WLK,"2,029,095",18.87%,4.16
WTI,"1,615,784",19.64%,12.40
FWRD,"739,591",19.99%,7.64
JBLU,"31,957,222",20.03%,3.17
FLG,"8,659,170",20.18%,12.26
CHTR,"2,352,964",20.22%,8.84
HZO,"1,299,432",20.28%,11.41
QURE,"4,681,829",20.37%,3.65
KNTK,"1,265,238",20.96%,7.80
TWST,"2,202,754",21.38%,8.57
CACC,"311,368",22.04%,9.58
CENX,"2,478,442",22.13%,3.78
AAP,"1,976,068",22.27%,7.44
DNTH,"851,347",23.80%,9.45
PBF,"3,648,250",23.99%,6.61
AXL,"7,178,575",24.64%,7.00
PDYN,"11,685,945",25.13%,2.42
TECX,"562,656",37.49%,11.99
TNGX,"5,417,762",44.24%,14.55
