Ticker,Volume,Short Float,Short Ratio
SGMT,"3,116,308",15.19%,3.95
AGEN,"2,534,189",15.47%,4.42
HUT,"11,073,362",15.79%,2.40
UUUU,"10,983,404",15.97%,3.91
SLDB,"1,604,340",15.99%,5.96
PYXS,"620,705",16.01%,14.51
IMCR,"549,586",16.35%,19.96
RCAT,"16,015,149",16.47%,2.37
IMNM,"1,228,047",16.56%,11.21
COGT,"2,720,611",16.56%,11.27
FBIO,"327,577",16.61%,14.60
NUVB,"5,092,539",16.68%,10.50
RKLB,"33,932,003",16.86%,3.90
PRCH,"4,537,266",17.47%,3.73
INOD,"3,035,284",17.48%,2.83
LEU,"993,170",17.71%,3.25
QBTS,"81,916,397",17.74%,0.68
RRGB,"1,354,732",18.13%,2.99
REKR,"7,860,753",18.57%,4.62
NVTS,"43,545,960",18.84%,1.00
NRIX,"1,053,410",18.90%,14.09
AMTX,"2,052,142",19.21%,10.58
INO,"1,163,269",19.26%,11.00
BYRN,"2,029,264",19.34%,6.27
SERV,"10,556,352",19.86%,1.59
NRDY,"839,043",20.20%,10.14
SMR,"14,105,151",20.47%,2.50
TSSI,"5,135,818",20.51%,1.49
ABSI,"3,217,685",20.56%,7.38
MODV,"10,398,267",20.82%,0.59
SRRK,"1,826,606",20.90%,11.97
NMRA,"1,807,519",20.95%,13.52
TPIC,"781,071",21.07%,12.53
GES,"1,951,529",21.41%,4.24
ETSY,"6,147,980",22.37%,4.61
FCEL,"12,019,969",22.40%,5.72
MP,"8,499,302",22.51%,4.09
QUBT,"35,311,553",23.07%,1.22
TBCH,"468,005",23.10%,7.03
TNGX,"9,172,361",23.34%,7.28
USAR,"3,251,348",23.65%,1.01
OPFI,"1,426,170",24.07%,5.16
HUMA,"6,624,166",24.14%,6.45
OCGN,"7,967,646",24.27%,16.45
KRUS,"336,650",24.88%,5.03
CRSP,"4,716,977",25.44%,10.30
RIOT,"55,791,630",25.56%,2.97
RDW,"2,255,259",25.87%,3.68
ASPI,"4,158,359",26.36%,6.29
LRMR,"1,229,289",26.97%,8.66
ORIC,"1,378,869",26.97%,10.48
ASTS,"14,202,384",27.05%,4.16
DYN,"2,674,214",27.22%,9.59
APGE,"1,112,592",27.37%,14.36
VERV,"4,670,700",27.99%,5.54
SEI,"2,347,363",28.40%,4.63
CRDF,"1,151,580",28.84%,15.38
LMND,"3,458,801",29.06%,8.95
PHAT,"53,052,339",29.48%,6.81
IRBT,"5,046,236",29.56%,3.32
IMVT,"2,179,239",31.21%,12.45
WULF,"46,841,893",31.90%,2.42
SANA,"5,912,729",32.95%,11.16
RXRX,"59,743,150",33.53%,5.00
PRME,"4,950,106",34.22%,9.49
CAPR,"2,494,017",34.33%,6.69
APLD,"179,230,705",36.12%,1.48
BYND,"2,658,869",41.35%,13.49
IBRX,"18,790,304",80.31%,9.25
