Ticker,Volume,Short Float,Short Ratio
VSCO,"4,225,562",15.56%,4.21
KYTX,"1,103,109",16.11%,5.11
SATS,"7,636,897",16.75%,4.79
OPFI,"878,192",16.82%,5.57
GIII,"518,392",16.83%,14.17
DIN,"575,027",17.01%,4.48
PCRX,"932,834",17.17%,11.09
MED,"564,766",17.45%,10.43
SVRA,"2,648,637",17.70%,7.66
RLAY,"2,840,117",17.79%,11.54
YOU,"5,437,636",18.12%,9.99
WEST,"993,723",18.56%,12.51
RIVN,"103,270,333",18.73%,3.10
WLK,"1,931,445",18.86%,4.55
MRNA,"12,278,652",19.01%,6.08
APGE,"1,153,622",19.71%,10.16
NRDY,"2,137,060",19.91%,9.62
CADL,"1,413,640",20.15%,9.95
IMVT,"3,684,098",20.32%,8.59
CELC,"1,242,941",21.58%,6.64
JBLU,"25,407,739",21.70%,3.20
RNAC,"173,658",22.00%,14.80
DMAC,"605,729",22.24%,13.45
ALT,"6,360,643",22.37%,7.59
DBI,"1,996,983",22.99%,7.96
SANA,"8,092,328",23.11%,7.49
SLS,"5,601,968",23.42%,8.12
AMKR,"4,602,630",24.62%,2.70
CRMD,"3,554,596",24.63%,6.10
SEZL,"3,483,376",24.94%,4.80
MNRO,"1,370,423",25.03%,6.10
ULCC,"7,079,739",34.15%,7.17
SNBR,"769,855",38.90%,9.14
IRBT,"35,064,914",47.49%,0.99
