Ticker,Volume,Short Float,Short Ratio
RCEL,"315,472",15.33%,17.53
ATOM,"3,447,129",15.40%,2.39
SYRE,"1,095,183",15.52%,13.41
AEHR,"1,748,528",16.23%,4.58
BGS,"1,889,828",16.78%,7.23
AAOI,"6,233,826",17.96%,2.29
SEDG,"3,573,026",18.07%,3.40
HROW,"574,647",18.40%,10.58
WTI,"3,640,693",19.29%,9.68
NTST,"2,219,011",20.04%,14.79
ACLX,"32,900,761",20.37%,8.48
CAKE,"1,928,787",20.65%,7.40
ATYR,"2,258,103",21.39%,9.37
VKTX,"5,663,177",23.25%,8.78
STOK,"897,290",25.12%,14.05
SLS,"11,295,701",29.49%,5.00
IOVA,"11,728,832",31.11%,9.49
IBRX,"86,065,832",40.92%,4.52
