Ticker,Volume,Short Float,Short Ratio
AMCX,"427,487",15.06%,11.62
VSCO,"3,642,142",15.91%,4.56
RVLV,"1,179,289",16.01%,5.85
GIII,"480,172",16.72%,12.66
LITE,"5,689,436",16.82%,2.71
GES,"822,642",17.12%,9.01
URBN,"3,117,590",17.24%,4.48
NRDY,"987,185",17.35%,11.33
TRVI,"3,655,026",17.65%,6.97
FLG,"5,005,490",18.42%,11.29
COLL,"805,000",18.62%,12.35
XPOF,"1,028,537",18.87%,8.40
EZPW,"1,648,708",20.44%,14.09
VERA,"4,305,999",20.48%,6.55
ZIM,"5,717,173",21.35%,5.32
SVRA,"4,638,420",21.40%,10.39
SRRK,"2,649,258",21.67%,6.58
TTEC,"356,969",21.90%,13.48
ANAB,"631,507",22.77%,9.75
REPL,"5,319,736",23.42%,3.28
SNBR,"1,633,237",40.76%,10.43
