Ticker,Volume,Short Float,Short Ratio
NBR,"550,470",15.23%,3.65
LITE,"5,601,620",15.25%,2.23
ATOM,"34,859,668",15.40%,4.81
ACLS,"1,663,458",15.69%,8.56
DFH,"423,589",16.29%,11.40
NKTR,"1,136,955",16.40%,3.13
BGS,"1,917,471",16.78%,7.46
BLBD,"625,622",17.03%,11.55
PSIX,"657,503",18.95%,3.42
AAP,"2,047,311",19.59%,6.10
DRVN,"1,186,278",19.95%,11.87
CAKE,"3,100,953",20.59%,8.10
TWST,"2,199,557",20.80%,8.13
DK,"1,775,352",20.84%,8.81
MNRO,"1,164,027",21.18%,6.22
CABA,"3,184,067",22.15%,6.51
NTST,"1,595,318",26.07%,15.48
UAA,"12,830,237",27.93%,4.33
PGEN,"9,007,974",28.31%,9.55
