Ticker,Volume,Short Float,Short Ratio
HURA,"2,276,276",15.23%,4.36
TYRA,"915,515",15.41%,6.84
OCGN,"40,783,041",15.84%,9.27
SLDB,"4,256,238",15.92%,7.92
CZR,"14,020,125",16.06%,4.91
DYN,"2,903,439",16.08%,8.76
LFMD,"2,955,288",16.24%,5.58
AMPX,"10,957,606",16.41%,2.29
TDAY,"1,508,436",16.67%,13.44
ABX,"683,126",17.31%,11.38
CGON,"3,989,904",17.45%,8.46
AESI,"4,063,827",18.27%,5.61
TSSI,"13,456,290",18.71%,4.13
NOG,"4,285,557",18.89%,7.89
CVI,"1,695,046",19.55%,4.35
ANAB,"901,628",20.05%,11.32
GRND,"2,220,165",20.97%,4.85
RCAT,"22,101,685",21.05%,1.58
DNTH,"3,406,950",21.30%,8.86
NBIS,"34,564,752",21.69%,3.52
VKTX,"3,275,939",21.69%,8.27
XTIA,"5,973,038",21.70%,3.28
TBCH,"362,846",22.82%,13.44
NVTS,"55,196,796",23.16%,2.14
PBF,"3,593,105",25.40%,6.32
SOC,"18,780,931",26.12%,3.75
DDD,"5,168,819",29.33%,9.83
PROP,"3,288,120",30.41%,4.56
TECX,"415,055",30.57%,7.50
NVAX,"5,175,960",32.81%,10.22
HPK,"1,128,699",36.59%,8.19
IOVA,"20,697,560",37.26%,8.75
HIMS,"110,827,221",41.03%,3.05
TNGX,"3,445,472",49.87%,14.74
KALV,"1,212,598",51.82%,19.41
