Ticker,Volume,Short Float,Short Ratio
KD,"6,152,293",15.07%,7.36
XNCR,"1,161,148",15.54%,12.03
PLSE,"926,034",15.59%,7.99
APPN,"1,192,508",16.30%,6.23
TDAY,"2,301,682",16.45%,11.93
TTAN,"3,170,016",16.89%,6.10
CVI,"993,927",17.93%,5.56
FA,"1,824,589",18.47%,8.60
PCRX,"569,935",18.48%,13.14
TAP,"3,513,744",18.49%,8.47
EPAM,"1,996,346",18.93%,4.84
CAKE,"5,383,721",19.49%,6.56
DXC,"6,164,525",20.17%,5.76
SAH,"550,052",20.23%,7.79
MNDY,"1,796,628",20.24%,3.96
LBRX,"709,305",20.52%,16.98
ANDG,"361,338",20.63%,8.38
ARDT,"764,782",20.64%,8.29
WIX,"1,873,617",21.80%,4.91
NUVB,"6,883,302",21.95%,8.68
GLOB,"2,250,222",22.38%,4.65
CHTR,"4,266,678",24.22%,5.73
MMED,"1,636,072",24.44%,6.27
BOBS,"1,348,207",24.52%,6.73
PATH,"62,574,710",28.90%,1.96
LVWR,"10,709,314",31.89%,0.86
