Ticker,Volume,Short Float,Short Ratio
LITE,"4,947,787",15.31%,2.23
ATOM,"27,219,035",15.40%,9.06
ESTA,"717,728",15.65%,8.91
PEB,"2,362,972",16.25%,8.93
DFH,"508,674",16.29%,11.50
NKTR,"2,203,367",16.40%,3.21
CRSR,"46,612,740",16.99%,6.60
RIVN,"127,550,511",17.88%,3.81
RAPT,"12,049,363",18.05%,1.56
GPRE,"1,740,693",18.09%,8.90
SVV,"1,600,803",18.35%,8.26
PSIX,"1,013,755",18.95%,3.43
AAP,"5,145,977",19.59%,6.31
ANAB,"565,165",21.94%,10.67
NTST,"2,287,608",26.27%,15.71
SPHR,"1,416,950",27.13%,9.33
ACHC,"4,151,165",29.51%,7.51
