Ticker,Volume,Short Float,Short Ratio
ANGI,"2,283,871",15.06%,5.38
SBH,"2,776,785",15.15%,8.47
ZETA,"47,244,062",15.51%,3.87
TOI,"2,168,722",15.73%,3.45
MIRM,"610,634",16.44%,16.06
EZPW,"1,211,274",16.75%,10.24
GO,"22,557,320",17.24%,4.59
LEU,"2,823,389",17.85%,2.12
VSAT,"17,816,843",20.02%,6.40
PRCH,"7,006,150",21.47%,4.85
BE,"9,352,644",22.13%,6.18
YOU,"1,918,484",22.65%,11.02
PGY,"3,055,207",23.82%,3.39
SNDX,"5,880,393",28.69%,10.15
NVAX,"23,286,266",29.20%,5.27
LMND,"5,632,156",30.30%,6.90
SYM,"2,859,235",33.82%,6.78
RKT,"24,883,638",56.34%,4.69
