Ticker,Volume,Short Float,Short Ratio
AMLX,"2,020,671",15.52%,10.59
EVCM,"267,211",15.87%,13.68
AGEN,"11,110,968",15.87%,1.63
PSNL,"3,497,655",16.02%,3.53
CVI,"1,103,966",16.17%,4.96
DYN,"2,176,515",16.57%,11.87
CLBK,"430,335",16.62%,11.20
ERAS,"10,704,537",17.28%,4.74
SYRE,"2,776,366",17.61%,9.65
CDNA,"942,556",17.85%,9.91
IMCR,"994,364",17.86%,18.59
KOD,"895,123",18.36%,14.17
GALT,"2,124,225",19.12%,14.89
IKT,"4,077,439",19.51%,23.18
MBX,"1,383,166",20.02%,7.43
MTN,"832,433",20.08%,8.47
DBX,"4,079,540",20.36%,7.26
BBNX,"1,476,016",20.45%,7.05
DNTH,"1,195,293",20.78%,10.24
NGNE,"245,803",21.20%,15.87
EYE,"2,560,851",21.27%,7.30
VERA,"2,587,282",23.12%,8.69
FBIO,"1,246,052",23.16%,12.05
SEZL,"743,410",25.11%,6.11
ACHC,"3,728,092",26.21%,7.39
SNDX,"2,081,837",27.01%,11.31
VSTM,"3,004,355",30.43%,9.22
PATH,"85,806,763",35.52%,3.13
FIG,"33,220,835",42.40%,4.01
