Ticker,Volume,Short Float,Short Ratio
ZETA,"12,760,616",15.51%,3.41
GCMG,"1,478,880",15.61%,15.52
SGRY,"1,704,277",15.61%,7.09
MIRM,"878,314",16.21%,14.97
HCC,"1,252,982",16.38%,7.71
BLBD,"3,070,355",16.42%,11.56
LITE,"2,692,833",16.64%,5.08
LENZ,"1,135,693",16.76%,12.54
AMR,"918,800",16.99%,5.14
GO,"5,619,085",17.23%,4.29
EBS,"2,710,853",17.44%,6.64
GALT,"814,304",17.73%,12.31
LE,"459,190",17.75%,3.68
NRGV,"4,002,131",18.09%,8.60
POWL,"297,069",18.12%,5.78
GCT,"4,395,188",18.43%,5.94
MDGL,"352,909",18.79%,10.92
PTON,"28,259,357",19.03%,4.82
AXL,"7,656,497",19.34%,6.49
TRIP,"11,275,290",19.43%,5.64
VSAT,"4,237,719",20.02%,5.84
TARS,"760,798",21.35%,13.03
MP,"24,294,467",21.82%,1.90
MBOT,"1,883,509",22.12%,4.51
REAL,"15,799,489",22.32%,6.12
VITL,"2,161,558",22.53%,8.87
METC,"4,768,286",22.53%,2.80
TBCH,"556,973",23.26%,9.63
CMPO,"4,118,284",24.65%,13.31
VKTX,"6,978,055",26.22%,7.95
SNDX,"2,853,968",28.69%,10.45
NVAX,"9,959,486",29.12%,5.02
LMND,"3,350,585",30.04%,6.80
SOUN,"205,745,915",33.75%,3.14
VSTM,"3,887,973",37.03%,7.32
