Ticker,Volume,Short Float,Short Ratio
RLAY,"5,435,023",15.09%,7.80
SATL,"14,812,635",15.21%,1.27
SYRE,"791,768",15.55%,13.56
AEHR,"7,883,790",15.58%,2.72
PENG,"1,608,647",16.64%,6.19
FC,"537,221",16.90%,8.27
TERN,"6,133,229",17.50%,4.12
OPTX,"1,520,477",17.53%,0.86
INGM,"1,916,061",17.70%,4.06
BMEA,"1,348,931",18.04%,9.87
TYRA,"1,203,653",18.63%,7.12
SLNO,"58,030,994",18.82%,5.53
JANX,"1,346,850",19.07%,7.56
TRVI,"1,804,337",19.94%,11.83
HTZ,"6,238,509",20.76%,10.04
SPCE,"34,454,952",20.95%,4.81
REPL,"3,212,858",21.20%,11.05
AMC,"50,404,417",21.29%,3.26
APLS,"6,082,443",21.95%,4.77
CAR,"2,460,830",23.52%,9.61
BKSY,"2,520,523",23.68%,4.57
BCAX,"552,050",24.65%,17.43
PLUG,"98,585,285",24.73%,3.58
KRUS,"566,699",25.99%,6.21
STIM,"5,888,790",26.09%,4.44
AZ,"686,862",27.15%,7.98
ACHC,"3,916,761",29.15%,6.70
LUNR,"18,362,118",30.26%,2.57
IBTA,"696,419",38.78%,11.11
KALV,"1,298,571",51.54%,18.15
