Ticker,Volume,Short Float,Short Ratio
TBBK,"1,096,907",15.33%,12.67
AEVA,"4,064,268",15.60%,2.30
SKYE,"2,126,981",15.77%,2.34
BTSG,"2,570,816",16.43%,6.43
OSCR,"14,722,829",16.51%,2.65
WHR,"2,136,933",16.73%,6.97
LITE,"2,923,731",16.74%,4.36
ODD,"1,295,212",16.82%,4.50
RDDT,"9,558,400",17.12%,2.24
H,"1,421,095",17.18%,6.52
QS,"50,999,864",17.21%,3.68
SMCI,"49,097,778",17.31%,1.84
DPRO,"1,345,651",17.32%,1.04
COGT,"1,977,847",17.57%,9.42
CORZ,"24,206,243",18.11%,3.01
SEZL,"1,201,155",18.24%,2.75
INOD,"2,825,588",18.85%,2.60
CAR,"1,882,006",19.08%,3.95
SLS,"4,106,473",19.35%,7.43
POWL,"358,720",19.35%,5.79
DLO,"1,947,263",19.71%,10.90
CIFR,"69,409,346",19.94%,2.20
TSSI,"3,106,096",20.03%,1.11
CAKE,"1,776,660",20.80%,7.13
LEU,"1,341,731",21.02%,2.99
PRCH,"4,542,642",21.63%,4.74
FFAI,"14,731,936",22.19%,2.48
BE,"11,385,711",22.24%,8.30
PLUG,"249,150,420",22.25%,2.08
VITL,"853,276",22.80%,9.06
PGY,"2,960,132",23.61%,4.41
AEHR,"1,630,778",24.05%,8.66
QUBT,"31,488,296",24.17%,1.07
RIOT,"48,960,261",25.48%,2.49
CLSK,"31,101,505",25.58%,2.61
ASTS,"13,574,263",25.80%,3.62
CRSP,"5,208,602",25.86%,8.38
YOU,"2,008,709",25.99%,12.08
TRUP,"791,732",26.03%,13.47
INDI,"4,161,824",27.62%,13.87
BBAI,"353,443,971",27.94%,0.83
ENVX,"10,297,907",28.29%,9.13
NN,"1,935,290",28.35%,13.95
LMND,"2,333,241",29.00%,7.77
GOGO,"2,539,195",29.19%,10.63
DNA,"2,784,906",29.64%,8.59
SPRY,"3,160,335",30.27%,10.87
FLNC,"7,346,554",31.25%,4.79
PRME,"3,228,712",35.77%,7.80
SYM,"2,457,236",36.84%,10.20
