Ticker,Volume,Short Float,Short Ratio
PTON,"15,404,638",15.11%,4.21
RIOT,"22,074,173",15.14%,2.83
RGTI,"37,644,728",15.15%,1.64
GPRO,"7,323,836",15.24%,3.26
AMC,"37,366,642",15.34%,2.44
AMPX,"10,689,936",15.35%,2.00
AUR,"19,297,939",15.54%,10.30
RC,"2,477,971",15.71%,9.60
LFMD,"3,767,159",15.73%,5.57
URBN,"1,868,458",15.81%,4.93
PBI,"2,846,453",15.82%,8.60
SLG,"1,802,192",15.93%,7.87
PEB,"2,906,797",16.03%,7.60
DFTX,"5,725,590",16.03%,8.67
ERAS,"7,603,166",16.04%,5.66
GFS,"8,447,203",16.38%,4.36
QBTS,"39,124,978",16.42%,2.08
KURA,"1,604,855",16.59%,9.59
ABAT,"4,829,696",16.72%,5.07
LAKE,"249,359",17.14%,15.23
INV,"7,028,283",17.48%,5.21
FA,"1,235,681",17.55%,11.27
OKLO,"12,808,896",17.56%,2.46
HYPD,"657,059",17.69%,3.02
AESI,"3,878,419",17.90%,3.75
MP,"8,724,661",17.94%,3.86
KMTS,"412,392",18.18%,10.00
TRVI,"3,824,498",18.55%,10.54
BIRD,"6,565,316",18.77%,0.19
UHAL,"261,743",18.82%,6.49
BMEA,"1,713,778",18.96%,9.46
PENG,"2,090,600",18.99%,7.51
TGTX,"2,481,057",19.55%,15.76
CRWV,"29,398,993",20.19%,2.32
SMR,"34,669,687",20.19%,2.06
INBX,"240,645",20.74%,9.95
PCRX,"769,359",20.78%,10.54
CHTR,"2,188,306",20.87%,9.21
URGN,"1,238,754",20.91%,10.76
DNUT,"3,419,666",21.03%,8.40
CBRL,"1,241,257",21.26%,3.86
WT,"5,285,043",21.29%,6.87
HTZ,"27,475,925",21.45%,8.11
SLNH,"56,508,588",21.64%,3.74
TRON,"1,357,922",21.66%,7.10
ABCL,"5,197,948",21.69%,14.21
VSTM,"1,933,808",21.73%,8.57
IMVT,"1,501,495",21.93%,13.32
BBNX,"1,358,977",22.01%,6.55
JBLU,"30,168,525",22.51%,2.69
IONQ,"47,499,657",22.65%,3.29
NVTS,"31,306,588",22.90%,2.05
RUM,"6,284,537",23.46%,12.04
NN,"3,711,102",23.69%,11.74
SANA,"5,191,860",23.70%,13.98
XRX,"5,409,505",24.14%,7.90
BNED,"327,747",24.95%,11.31
PLUG,"110,513,832",25.53%,3.84
CAR,"5,535,753",26.08%,5.54
TEM,"5,796,010",26.38%,5.07
NTST,"2,061,720",26.57%,19.74
AVBP,"622,191",26.86%,14.95
SEZL,"834,360",26.87%,5.49
CADL,"5,284,960",27.05%,12.20
GLUE,"1,374,611",27.42%,11.94
IEP,"1,639,643",27.85%,14.89
ABSI,"5,759,942",28.13%,10.38
QUBT,"19,585,493",28.98%,4.36
WEST,"842,022",29.74%,19.99
BETR,"974,817",29.83%,5.29
FLWS,"7,056,416",30.24%,18.66
LOVE,"403,090",30.48%,13.40
ULCC,"8,786,281",30.81%,5.91
LUNR,"16,373,158",31.06%,2.51
BYND,"188,201,871",31.61%,3.98
CRML,"25,525,545",31.76%,1.48
SMMT,"3,369,184",32.22%,12.98
HIMS,"68,576,228",34.46%,1.94
LFVN,"223,949",34.74%,20.14
WULF,"33,952,925",34.96%,2.93
TTEC,"622,393",35.16%,11.70
FRMM,"4,338,266",35.60%,2.81
WOLF,"3,475,854",43.40%,6.07
GRPN,"1,743,723",52.99%,9.62
